报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),87646,62557,33344,123054,85938,52699,23623,100871,69264,44003,20598,67579,47044,30095,15442,73737,56377,35932,17128,82602,80398,63385,65615,
营业收入(万元),87646,62557,33344,123054,85938,52699,23623,100871,69264,44003,20598,67579,47044,30095,15442,73737,56377,35932,17128,82602,80398,63385,65615,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),77120,55414,30342,101736,70260,43211,20457,82252,56213,36190,16264,53594,37900,24499,12300,60662,46170,29654,13878,67714,69444,54137,55749,
营业成本(万元),67576,48477,26643,90149,61896,37527,16412,67570,46366,29838,13933,46027,32340,20619,10517,52635,40591,25930,12112,59311,60690,46659,49418,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3727,2480,1232,5166,3428,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),373,304,126,629,384,281,125,690,319,171,103,487,322,304,106,295,133,109,41,282,577,290,103,
销售费用(万元),2622,1800,904,3906,2615,1672,731,2729,1955,1282,609,2478,1771,1098,497,2746,1933,1430,629,2729,2432,2121,2058,
管理费用(万元),4267,2927,1239,5492,4804,5194,1952,10231,7100,4565,1682,5741,4049,2808,1281,5481,4093,2622,1457,5497,5246,4421,4138,
财务费用(万元),-1445,-574,1,-3461,-2884,-1410,1394,882,478,299,-67,-1148,-511,-252,63,-675,-663,-395,-242,-182,389,528,111,
资产减值损失(万元),,,197,-145,17,-52,-157,149,-6,35,5,10,-71,-77,-164,180,83,-41,-119,76,109,118,-79,
公允价值变动收益(万元),184,413,1042,-605,,,,,,,,,,,,,,,,,,,,
投资收益(万元),-754,-286,-285,-709,5,5,5,305,,,,,,,,,,,,152,88,,-202,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,-202,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),10350,7461,3932,21566,16653,9731,3224,19878,13050,7813,4333,13985,9144,5596,3142,13075,10207,6278,3250,15040,11042,9248,9664,
营业外收入(万元),13,13,5,26,30,19,2,19,448,223,316,487,373,207,117,1754,431,312,235,1156,703,1162,445,
营业外支出(万元),7,4,2,21,18,14,4,21,6,4,1,80,79,81,76,19,13,5,3,43,1,27,30,
非流动资产处置损失(万元),,,,,,,,,,,,74,74,74,74,5,5,5,2,33,,,3,
利润总额(万元),10357,7470,3935,21571,16665,9736,3222,19877,13492,8032,4649,14392,9438,5723,3184,14810,10625,6585,3482,16152,11743,10383,10079,
所得税费用(万元),1183,925,477,3348,2380,1562,394,2658,1854,1115,628,1948,1213,739,373,2239,1351,935,498,2346,1656,1542,1861,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),9174,6544,3458,18222,14286,8174,2828,17218,11639,6917,4021,12444,8225,4984,2811,12571,9275,5650,2984,13806,10087,8840,8218,
归属于母公司所有者的净利润(万元),9174,6544,3458,18222,14286,8174,2828,17218,11639,6917,4021,12444,8225,4984,2811,12571,9275,5650,2984,13806,9965,8644,7797,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,458,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,122,197,421,
基本每股收益,0.44,0.31,0.16,0.88,0.69,0.39,0.14,0.83,0.56,0.33,0.19,0.67,0.46,0.3,0.18,0.81,0.6,0.36,0.19,0.89,0.64,0.57,,
稀释每股收益,0.44,0.31,0.16,0.86,0.69,0.39,0.13,0.82,0.56,0.33,0.19,0.67,0.46,0.3,0.18,0.81,0.6,0.36,0.19,0.89,0.64,0.57,,
