报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),110168,69235,37395,114303,71745,40873,17955,66863,48540,28409,11851,58203,41507,24916,11603,40247,7197,31867,25350,19192,
营业收入(万元),110168,69235,37395,114303,71745,40873,17955,66863,48540,28409,11851,58203,41507,24916,11603,40247,7197,31867,25350,19192,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),101982,64918,34588,103930,61255,35452,15145,59008,42055,24201,9379,48104,33660,20814,10270,32449,5763,26489,21787,17063,
营业成本(万元),86245,54407,28842,87927,53827,30833,12332,49853,35846,20409,7951,41820,29457,18958,9060,29763,5284,23326,19037,15044,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4264,2653,1331,3847,2454,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),546,415,276,916,567,383,223,599,421,293,160,536,316,231,159,248,62,211,104,71,
销售费用(万元),5031,2659,1109,5086,2279,1093,329,1705,1115,841,591,3482,2154,1076,423,828,178,574,384,338,
管理费用(万元),6625,4385,2145,5059,3092,3203,1298,4736,3495,2280,952,3086,2338,1197,731,2247,524,1864,1304,1312,
财务费用(万元),-729,399,1166,-933,-1439,-315,1106,1201,884,447,125,-1385,-526,-344,53,-974,-72,83,494,125,
资产减值损失(万元),,,-282,2028,475,255,-143,913,293,-71,-399,565,-78,-304,-155,338,-213,431,465,172,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),104,31,8,249,232,232,148,97,6,0,0,27,20,20,14,19,2,3,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),8043,4783,3005,11321,10984,5746,3028,8694,6491,4209,2472,10127,7868,4121,1347,7816,1436,5381,3563,2129,
营业外收入(万元),3,2,1,10,10,1,1,38,391,271,156,742,345,290,4,122,94,68,86,46,
营业外支出(万元),108,97,44,145,146,50,,57,47,18,,28,26,22,1,192,0,16,15,17,
非流动资产处置损失(万元),,,,,,,,,,,,0,,0,,2,,1,,,
利润总额(万元),7938,4687,2962,11186,10847,5696,3029,8675,6835,4462,2628,10842,8186,4389,1350,7746,1530,5433,3634,2159,
所得税费用(万元),721,423,398,1556,1722,742,427,898,833,460,412,1841,1929,1003,253,1680,310,1181,820,406,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),7216,4265,2564,9630,9125,4955,2602,7777,6003,4002,2216,9001,6257,3385,1098,6066,1220,4252,2814,1753,
归属于母公司所有者的净利润(万元),7234,4265,2564,9630,9125,4955,2602,7777,6003,4002,2216,9001,6257,3385,1098,6066,1220,4252,2814,1753,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-18,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.29,0.17,0.1,0.39,0.37,0.34,0.18,0.59,0.47,0.33,0.21,0.84,0.58,0.31,0.1,0.58,0.13,0.46,,,
稀释每股收益,0.28,0.17,0.1,0.39,0.37,0.34,0.18,0.59,0.47,0.33,,0.84,0.58,0.31,,0.58,0.13,0.46,,,
