报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),73637,59715,12908,41102,38912,19407,9077,37871,28612,18315,8797,29781,12765,15984,6722,7076,3574,
营业收入(万元),73637,59715,12908,41102,38912,19407,9077,37871,28612,18315,8797,29781,12765,15984,6722,7076,3574,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),65536,53239,11128,36379,35410,17210,7995,30758,22995,14632,7027,23795,9978,12863,5347,6579,3575,
营业成本(万元),60176,49920,8989,30189,31236,14630,6820,26892,20285,12855,6303,20263,8568,10677,4531,5628,3189,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),1750,1211,559,2380,1483,,,,1059,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),15,10,0,35,28,4,1,11,12,3,,6,1,5,5,19,58,
销售费用(万元),1037,667,300,1292,934,620,304,1075,795,541,260,1278,440,791,325,182,14,
管理费用(万元),1463,1092,391,1793,1279,1820,890,2497,662,1080,470,2177,911,1242,441,713,299,
财务费用(万元),1095,338,401,322,177,2,-14,26,4,-7,-5,-31,-9,78,35,1,0,
资产减值损失(万元),,,488,369,273,135,-7,258,177,159,,102,68,69,10,36,15,
公允价值变动收益(万元),35,18,,,,,,,,,,,,,,,,
投资收益(万元),311,192,89,687,482,293,21,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),8756,6679,1869,5811,3984,2490,1103,7112,5617,3683,1769,5986,2787,3121,1375,497,-0,
营业外收入(万元),812,833,22,989,944,582,23,215,184,173,82,477,77,21,,17,,
营业外支出(万元),54,50,0,2,0,0,,1,0,0,0,2,2,,,1,0,
非流动资产处置损失(万元),,,,,,,,,,,,0,,,,,,
利润总额(万元),9515,7462,1891,6797,4927,3072,1126,7327,5801,3856,1852,6461,2863,3142,1375,513,-0,
所得税费用(万元),1706,1379,468,1005,857,544,258,1053,844,586,345,904,454,462,350,114,5,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),7809,6082,1423,5793,4071,2528,868,6273,4957,3270,1507,5557,2409,2680,1025,400,-5,
归属于母公司所有者的净利润(万元),7809,6082,1423,5793,4071,2528,868,6273,4957,3270,1507,5557,2409,2680,1025,400,-5,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
基本每股收益,0.66,0.52,0.22,0.91,0.64,0.4,0.15,1.28,1.01,0.67,0.31,1.17,0.52,0.67,1.02,0.12,-0.05,
稀释每股收益,0.66,0.52,0.22,0.91,0.64,0.4,0.15,1.28,1.01,0.67,0.31,1.17,0.52,0.67,1.02,0.12,-0.05,
