报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),84944,54605,27575,120227,86016,56686,26883,92320,39854,69931,59145,51678,
营业收入(万元),84944,54605,27575,120227,86016,56686,26883,92320,39854,69931,59145,51678,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),80906,51749,25839,111154,79702,52162,25317,84288,35733,63649,54965,48359,
营业成本(万元),65300,41261,20710,90920,65910,43063,20482,69427,29638,53537,47332,41740,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),5440,3259,1741,8236,5829,4044,2090,6631,,4550,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),343,196,81,482,393,314,141,555,368,636,281,255,
销售费用(万元),2795,1798,116,3155,2212,1448,148,2265,1045,1226,1207,920,
管理费用(万元),4650,3315,2012,4735,3521,2217,1744,3697,4399,2610,5109,3950,
财务费用(万元),2379,1920,1160,3008,1838,1075,727,1074,318,760,1039,1497,
资产减值损失(万元),,,19,619,,,-16,638,-34,330,-3,-2,
公允价值变动收益(万元),14,90,154,-168,-371,-179,104,43,-30,52,-50,,
投资收益(万元),,,,,,,,237,122,47,8,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),4195,3125,2012,9675,5707,4194,1669,8198,4214,6295,4138,3319,
营业外收入(万元),224,67,40,179,179,139,9,168,109,153,190,237,
营业外支出(万元),32,3,2,25,12,5,2,7,6,42,53,55,
非流动资产处置损失(万元),,,,,,,,,1,,53,55,
利润总额(万元),4387,3189,2050,9829,5874,4328,1676,8359,4316,6407,4275,3501,
所得税费用(万元),307,260,143,666,308,415,114,846,495,879,416,712,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),4080,2929,1906,9163,5565,3913,1562,7513,3822,5528,3859,2788,
归属于母公司所有者的净利润(万元),4080,2929,1906,9163,5565,3913,1562,7513,3822,5528,3859,2788,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,
基本每股收益,0.24,0.18,0.13,0.61,0.37,0.26,0.1,0.52,0.28,0.53,0.55,0.56,
稀释每股收益,,,,,,,,,,,,,
