报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),52622,32918,57678,42156,24938,62401,45463,24303,
营业收入(万元),52622,32918,57678,42156,24938,62401,45463,24303,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),40554,25465,43224,31502,18481,42788,28241,18169,
营业成本(万元),34775,21780,36033,26221,15070,33303,22470,13876,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),2480,1605,2807,2040,1385,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),282,215,517,338,213,431,323,194,
销售费用(万元),905,589,1111,771,471,985,617,397,
管理费用(万元),2673,1595,3155,2317,1476,7776,4092,3266,
财务费用(万元),-561,-318,-400,-185,-206,154,104,150,
资产减值损失(万元),,,,,71,139,636,286,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),12,,,68,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),12982,8219,15566,11459,7224,20020,17196,5962,
营业外收入(万元),1056,154,258,261,8,5,45,71,
营业外支出(万元),44,38,28,20,20,19,60,3,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),13994,8335,15795,11700,7213,20006,17181,6030,
所得税费用(万元),1830,1081,2010,1486,937,3222,3342,1190,
未确认投资损失(万元),,,,,,,,,
净利润(万元),12164,7254,13785,10214,6276,16783,13839,4840,
归属于母公司所有者的净利润(万元),12164,7254,13785,10214,6276,16783,13839,4840,
被合并方在合并前实现净利润(万元),,,,,,,,2773,
少数股东损益(万元),,,,,,,,,
基本每股收益,0.8,0.48,0.91,0.68,0.42,1.27,,,
稀释每股收益,0.8,0.48,0.91,0.68,0.42,1.27,,,
