报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),14391,10508,5357,24458,13485,9964,5206,24202,13524,9614,4854,21805,14769,11593,4796,17023,11509,14138,11523,7697,5698,
营业收入(万元),14391,10508,5357,24458,13485,9964,5206,24202,13524,9614,4854,21805,14769,11593,4796,17023,11509,14138,11523,7697,5698,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),13848,9751,4974,25730,14367,9963,5027,18759,10595,6952,3439,15296,9421,6635,2478,11387,6876,8943,7491,5122,3456,
营业成本(万元),5917,4465,2137,12014,6313,4687,2254,7450,3757,2471,1219,5861,3685,2878,1086,4385,2677,3114,2940,1995,1470,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2265,1636,963,3590,2521,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),62,35,20,298,164,119,26,223,74,44,26,313,96,55,15,281,102,294,198,155,89,
销售费用(万元),3992,2643,1236,6677,3460,2252,1368,5574,3709,2454,1187,4762,2977,1913,730,3802,2219,3242,2455,1217,802,
管理费用(万元),1651,995,461,2434,1618,2608,1194,4921,2937,1887,1006,3977,2280,1463,659,2769,1623,2257,1817,1629,1085,
财务费用(万元),-40,-23,-9,-93,-69,-52,-35,-53,-44,-33,-17,-38,-20,-15,-12,-19,-16,-7,-17,-7,-5,
资产减值损失(万元),,,166,810,359,349,219,644,162,128,17,421,403,341,,170,271,43,97,133,16,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),814,600,312,1511,1180,823,388,1454,1078,687,327,320,190,146,9,414,290,238,12,44,77,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),2016,1864,1158,2241,1982,1826,1141,8512,4735,4017,1742,6829,5538,5104,2327,6050,4922,5433,4044,2620,2320,
营业外收入(万元),0,0,,0,15,15,,210,514,457,637,2309,1495,1101,960,2211,1769,1693,1233,843,238,
营业外支出(万元),5,0,0,13,0,0,,1,3,2,,1,1,0,0,26,26,0,117,9,2,
非流动资产处置损失(万元),,,,,,,,,3,2,,,,,,25,25,,,3,0,
利润总额(万元),2011,1864,1158,2228,1997,1841,1141,8722,5246,4471,2378,9137,7033,6206,3287,8235,6665,7126,5160,3453,2556,
所得税费用(万元),309,294,183,-366,379,332,197,753,826,704,374,1251,1085,946,493,1138,1004,1033,767,505,332,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),1702,1570,975,2594,1618,1509,944,7968,4420,3768,2005,7886,5947,5260,2794,7097,5661,6093,4393,2949,2224,
归属于母公司所有者的净利润(万元),1751,1618,988,2604,1585,1461,950,7972,4420,3768,2005,7886,5947,5260,2794,7097,5661,6093,4393,2949,2224,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-49,-48,-13,-10,33,48,-6,-4,,,,,,,,,,,,,,
基本每股收益,0.07,0.06,0.06,0.16,0.09,0.09,0.11,0.95,0.53,0.45,0.24,1.83,1.42,1.25,0.44,1.69,1.35,1.45,1.13,0.76,0.74,
稀释每股收益,0.07,0.06,0.06,0.16,0.09,0.09,0.11,0.95,0.53,0.45,0.24,1.83,1.42,1.25,0.44,1.69,1.35,1.45,1.13,0.76,0.74,
