报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),267607,160427,60391,320840,227866,140990,53767,288988,206201,123993,50960,232439,156950,158060,144050,124593,
营业收入(万元),267607,160427,60391,320840,227866,140990,53767,288988,206201,123993,50960,232439,156950,158060,144050,124593,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),234724,141391,53831,283255,199935,125650,48797,255597,180357,109999,46032,207500,141887,144892,134096,117305,
营业成本(万元),169329,102492,39381,202856,145644,91786,35848,184851,132188,79628,33798,151522,103434,104250,100268,87448,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),10409,6059,2416,11911,8882,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),1232,769,309,2658,2177,1461,461,2992,2042,1319,580,2335,1528,1412,1156,740,
销售费用(万元),39727,22860,8070,45634,30537,18568,7243,39588,28386,16803,6796,30724,21343,18618,14437,12376,
管理费用(万元),13091,8291,3634,15682,10246,11697,4506,23960,15561,10462,4361,19909,13103,17487,13577,12832,
财务费用(万元),937,920,771,1156,938,691,304,1992,1424,793,365,2018,1562,3459,4392,3447,
资产减值损失(万元),,,-750,3359,1511,1447,435,2213,757,993,131,991,917,-334,266,463,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),483,230,142,,,,,105,,,,80,80,157,32,7,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),36659,19821,6758,41778,31484,16165,5098,36016,28707,13995,4929,25019,16329,13326,9986,7295,
营业外收入(万元),154,123,41,690,575,422,338,204,243,813,178,2467,241,1308,1088,708,
营业外支出(万元),161,90,15,515,436,386,15,828,621,112,21,379,163,306,287,329,
非流动资产处置损失(万元),,,,,,,,,324,0,,212,79,136,241,296,
利润总额(万元),36651,19854,6784,41953,31624,16201,5420,35392,28329,14695,5086,27106,16407,14327,10787,7674,
所得税费用(万元),6289,3369,1460,5715,4861,2870,781,5220,4729,2511,942,3807,2718,2753,3092,1281,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),30362,16485,5324,36238,26763,13331,4639,30172,23600,12185,4144,23300,13689,11574,7695,6393,
归属于母公司所有者的净利润(万元),30362,16485,5324,36238,26763,13331,4639,30172,23600,12185,4144,23300,13689,11574,7695,6393,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,9,-155,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,0.75,0.41,0.23,1.53,1.13,0.56,0.29,2.55,2,1.03,0.35,1.97,1.16,1.04,0.68,0.56,
稀释每股收益,0.75,0.41,0.23,1.53,1.13,0.56,0.29,2.55,2,1.03,0.35,1.97,1.16,1.04,0.68,0.56,
