报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),151494,97606,43691,189405,140413,89322,37767,162839,120696,79334,37640,147455,106140,67800,29735,117306,112219,93335,89945,
营业收入(万元),151494,97606,43691,189405,140413,89322,37767,162839,120696,79334,37640,147455,106140,67800,29735,117306,112219,93335,89945,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),138411,90067,41695,174155,128120,81997,36562,145508,108231,71395,35235,128821,94119,60245,27672,106935,101330,85157,82636,
营业成本(万元),93988,60794,27311,123134,91196,57963,24795,100737,74727,48940,23807,89704,65212,40892,18372,74279,73796,60977,60699,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),9446,6035,2647,9386,7284,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),380,247,94,590,399,257,82,471,289,208,125,360,160,126,83,236,240,250,168,
销售费用(万元),14171,9222,4234,17112,12285,7890,3700,14450,10978,7227,3598,13487,9865,6405,3000,10687,9015,7473,7509,
管理费用(万元),20768,13662,6929,24392,17893,15992,7713,27556,20813,13855,6824,24567,18164,12008,5715,20981,17227,14740,13758,
财务费用(万元),-342,106,763,-1203,-1206,-407,777,1462,1144,667,254,-119,115,27,171,455,524,959,599,
资产减值损失(万元),,,-282,744,268,301,-505,833,280,497,628,822,603,787,330,296,528,759,-98,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,4,-52,
投资收益(万元),536,442,375,1606,1387,1333,1251,548,298,7,,-68,-29,-29,,-58,,,,
对联营企业和合营企业的投资收益(万元),,,,-28,-28,-28,-28,7,7,7,,-68,-29,-29,,-58,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),14329,8110,2741,19161,14695,9103,2642,18694,13078,8262,2405,18566,11991,7525,2063,10313,10889,8182,7257,
营业外收入(万元),24,16,9,56,21,9,5,334,594,375,470,765,438,109,67,1112,652,760,660,
营业外支出(万元),18,13,1,45,17,5,0,47,17,3,1,694,665,556,3,42,268,97,11,
非流动资产处置损失(万元),,,,,,,,,3,1,,682,646,540,,40,261,33,6,
利润总额(万元),14335,8114,2749,19171,14699,9106,2646,18981,13655,8634,2874,18636,11765,7079,2127,11383,11274,8846,7906,
所得税费用(万元),1487,585,417,2495,1969,1233,382,2370,1851,1029,524,2947,1506,909,338,1576,1939,1291,1366,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),12848,7529,2332,16676,12730,7874,2264,16611,11804,7605,2351,15689,10258,6170,1789,9808,9334,7555,6540,
归属于母公司所有者的净利润(万元),12853,7549,2348,16686,12753,7883,2264,16599,11793,7598,2348,15681,10253,6167,1788,9803,9291,7393,5810,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-5,-21,-16,-10,-23,-10,-0,12,11,7,3,8,6,2,1,5,43,162,730,
基本每股收益,0.31,0.18,0.06,0.43,0.35,0.23,0.07,0.58,0.37,0.24,0.1,0.65,0.43,0.26,0.07,0.41,0.39,0.31,0.24,
稀释每股收益,0.31,0.18,0.06,0.43,0.35,0.23,0.07,0.58,0.37,0.24,,0.65,0.43,0.26,,0.41,0.39,0.31,0.24,
