报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),167468,90983,36731,132576,90663,55200,24424,103641,74017,47302,22069,84298,56837,36507,16762,64718,44997,60589,45897,39268,
营业收入(万元),167468,90983,36731,132576,90663,55200,24424,103641,74017,47302,22069,84298,56837,36507,16762,64718,44997,60589,45897,39268,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),142147,77211,32379,115238,77855,47983,21737,91359,66102,43388,20285,70627,47419,30065,13603,52800,37192,50788,39793,34829,
营业成本(万元),116703,62089,25538,91563,62474,38280,16987,75810,54781,36022,16902,58529,38784,24391,10922,43536,30437,41045,31915,27602,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),8387,5100,2153,6822,4635,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1096,545,241,998,696,422,167,863,556,375,151,582,370,235,153,486,330,438,353,222,
销售费用(万元),5174,3024,1354,4843,3590,2341,1165,3745,2791,1918,965,3525,2541,1605,679,2408,1743,1994,1716,1568,
管理费用(万元),11043,6463,2690,10358,6047,6722,3038,9699,7239,4925,2349,8112,5883,3918,1839,6743,5008,6329,5401,4566,
财务费用(万元),-256,-10,85,-877,-767,-302,210,762,674,339,97,-1005,-408,-288,10,-484,-295,138,232,125,
资产减值损失(万元),,,318,1530,1180,521,170,480,62,-192,-179,884,249,203,-0,111,-31,844,177,746,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,-2,-1,
投资收益(万元),7,1,,1,,,,-2,-2,-2,,-116,-116,-116,,-45,-39,-78,1,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,-2,,,-116,-116,,,,-39,,,,
汇兑收益(万元),,,,-0,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),30318,19278,4704,19159,14457,8718,3935,12604,8093,4068,1783,13555,9303,6327,3159,11873,7765,9723,6103,4437,
营业外收入(万元),1184,13,3,2,12,12,1,83,150,83,109,382,314,176,27,424,156,314,125,51,
营业外支出(万元),65,5,2,226,199,128,9,45,34,8,0,47,13,12,10,109,37,37,47,64,
非流动资产处置损失(万元),,,,,,,,,11,2,9,9,2,1,,42,22,7,36,57,
利润总额(万元),31438,19286,4705,18934,14271,8602,3926,12641,8209,4143,1892,13890,9604,6491,3176,12188,7884,10000,6182,4424,
所得税费用(万元),4397,3028,549,2331,1902,1428,705,1614,1039,476,218,1874,1721,1179,598,1983,1120,1608,1018,670,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),27041,16258,4156,16603,12369,7174,3221,11027,7170,3667,1674,12016,7882,5312,2578,10206,6764,8392,5164,3754,
归属于母公司所有者的净利润(万元),25941,15584,4038,16246,12061,7004,3199,10815,7034,3608,1613,11589,7581,5074,2464,10075,6662,8392,5037,3785,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),1100,674,118,357,308,169,22,212,136,58,61,427,301,238,114,131,102,,128,-31,
基本每股收益,0.86,0.52,0.2,0.8,0.59,0.35,0.32,1.1,0.72,0.38,0.18,1.55,1.01,0.68,0.33,1.34,0.89,1.12,0.67,0.5,
稀释每股收益,0.86,0.52,0.2,0.8,0.59,0.35,0.32,1.1,0.72,0.38,0.18,1.55,1.01,0.68,0.33,1.34,0.89,1.12,0.67,0.5,
