报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),109202,68265,12387,90443,55266,24196,957,64937,39233,20476,461,42804,35248,15850,347,72994,43045,66365,105254,68382,77975,
营业收入(万元),109202,68265,12387,90443,55266,24196,957,64937,39233,20476,461,42804,35248,15850,347,72994,43045,66365,105254,68382,77975,
利息收入(万元),,,,,,,0,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,0,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,0,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),104747,65792,12562,85635,50004,22050,1709,57008,33612,18259,1355,36165,31311,14717,1490,65860,39170,59019,93786,60923,73139,
营业成本(万元),95478,59227,10024,71898,41373,16934,687,45333,28395,15400,365,30975,27421,12941,462,56797,32900,51211,83427,53670,66205,
利息支出(万元),,,,,,,0,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,0,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1043,459,151,1326,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,0,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,0,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,0,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,0,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,0,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),180,113,43,288,113,48,4,360,236,100,7,263,208,42,,940,586,455,549,580,465,
销售费用(万元),1079,570,178,766,315,169,60,401,140,76,36,241,198,88,28,486,297,502,635,570,682,
管理费用(万元),7827,4907,2064,9096,7089,4691,1456,9505,4778,2640,1079,4859,3738,2399,1010,6662,4653,6666,7000,5518,4052,
财务费用(万元),-717,516,290,199,-48,-119,12,273,-464,-158,7,234,210,47,88,452,296,625,671,258,920,
资产减值损失(万元),,,,2062,1160,327,-511,1136,526,201,-139,-408,-464,-800,-97,523,437,-440,1505,326,816,
公允价值变动收益(万元),,,,,,,0,,,,,,,,,,,,,,,
投资收益(万元),123,73,46,314,13,13,64,527,8,8,,7,19,19,,19,19,64,-17,38,47,
对联营企业和合营企业的投资收益(万元),27,25,,-57,,,0,,,,,-12,,,,,,,,,,
汇兑收益(万元),,,,,,,0,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),3789,3365,-129,5403,5275,2160,-688,8422,5629,2224,-894,6646,3956,1153,-1144,7153,3893,7411,11451,7497,4883,
营业外收入(万元),718,451,58,215,676,376,92,8,44,39,24,1158,507,475,100,553,236,891,1059,750,260,
营业外支出(万元),135,115,10,27,24,103,0,23,26,7,,159,19,18,,205,101,77,205,181,46,
非流动资产处置损失(万元),,,,,,,,,,,,120,11,10,,165,89,76,183,161,41,
利润总额(万元),4373,3701,-80,5591,5928,2433,-597,8407,5647,2256,-871,7645,4444,1610,-1043,7501,4028,8225,12305,8067,5098,
所得税费用(万元),511,241,44,1004,591,417,82,1377,805,432,22,1372,789,292,17,894,398,1331,2408,1374,819,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),3862,3460,-124,4587,5337,2016,-679,7030,4842,1824,-892,6273,3656,1318,-1060,6608,3631,6893,9896,6693,4279,
归属于母公司所有者的净利润(万元),3616,3473,-92,4545,5389,2032,-672,7002,4842,1811,-891,6261,3646,1316,-1057,6522,3591,6900,10172,6484,4196,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),246,-12,-32,42,-52,-16,-7,28,-0,13,-1,12,9,2,-3,85,40,-7,-276,209,83,
基本每股收益,0.18,0.17,-0.01,0.23,0.27,0.17,-0.06,0.6,0.41,0.15,-0.08,0.71,0.41,0.15,-0.12,0.74,0.41,0.79,1.16,0.78,0.86,
稀释每股收益,0.18,0.17,-0.01,0.23,0.27,0.17,-0.06,0.6,0.41,0.15,-0.08,0.71,0.41,0.15,-0.12,0.74,0.41,0.79,1.16,0.78,0.86,
