报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),70448,45879,22675,94678,68219,43869,22844,74783,53189,34306,15529,48786,32457,20232,37656,35775,29893,11561,21431,12836,10438,
营业收入(万元),70448,45879,22675,94678,68219,43869,22844,74783,53189,34306,15529,48786,32457,20232,37656,35775,29893,11561,21431,12836,10438,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),66240,43857,22280,89830,64635,41614,21535,68766,49014,31555,13990,42055,28081,16933,31998,32478,26018,9356,17922,10336,8643,
营业成本(万元),38131,25123,12479,52832,39174,25516,13333,39565,28052,17811,8189,24188,16304,9886,21247,21452,18619,7360,13296,7746,6657,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2300,1422,744,3471,2486,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),543,373,205,765,527,332,109,658,489,357,179,479,340,198,408,266,268,94,40,22,21,
销售费用(万元),20487,13541,6980,26538,18200,11218,5412,18979,13423,8776,3983,11809,7224,4442,6326,5779,3415,696,1363,862,528,
管理费用(万元),5356,3491,1615,6130,4699,4520,2262,7457,5019,3174,1508,5625,3693,2235,4541,3956,3274,1145,3140,1695,1386,
财务费用(万元),-577,-94,320,-427,-600,-153,418,1629,1671,1124,-1,-422,114,54,-421,191,122,47,52,-32,49,
资产减值损失(万元),,,-65,521,148,182,,478,360,313,132,376,404,118,-104,833,319,13,31,43,3,
公允价值变动收益(万元),-444,305,424,-246,-447,-213,,,,,,-74,-74,27,74,,-384,-53,21,-28,-406,
投资收益(万元),132,102,47,955,719,501,259,47,63,61,65,123,201,30,68,109,417,42,61,88,80,
对联营企业和合营企业的投资收益(万元),,,,-24,,,,-23,-0,-0,,-9,-7,-23,-6,-7,,,,,,
汇兑收益(万元),,,,,,,,2,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),4101,2603,1178,5837,4123,2806,1656,6312,4470,3017,1782,6781,4503,3356,5801,3406,3909,2194,3591,2560,1469,
营业外收入(万元),245,149,66,1034,892,686,52,976,810,760,92,400,329,232,552,409,542,132,449,172,129,
营业外支出(万元),61,29,11,109,44,36,27,129,60,42,28,244,83,51,274,331,296,24,155,83,61,
非流动资产处置损失(万元),,,,,,,,,27,12,,,,,20,3,3,,23,44,,
利润总额(万元),4285,2723,1234,6762,4972,3457,1681,7159,5221,3734,1846,6936,4749,3537,6080,3485,4154,2302,3886,2648,1537,
所得税费用(万元),456,375,205,1003,658,441,299,876,821,595,305,928,569,466,994,766,631,341,957,221,15,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),3829,2348,1029,5759,4314,3016,1382,6283,4400,3140,1541,6008,4180,3071,5086,2719,3523,1961,2929,2428,1522,
归属于母公司所有者的净利润(万元),3843,2348,1029,5759,4314,3016,1382,6283,4401,3141,1541,6008,4180,3071,5086,2719,3523,1961,2929,2229,1444,
被合并方在合并前实现净利润(万元),,,,,,,,,-34,-34,,,,,,,,,-8,,,
少数股东损益(万元),-14,-0,-0,-0,0,-0,0,-0,-1,-1,,,,,,,,,-0,198,78,
基本每股收益,0.44,0.27,0.12,0.67,0.5,0.35,0.16,0.95,0.68,0.49,0.24,0.95,0.66,0.49,0.85,0.45,0.59,0.33,0.52,0.47,0.31,
稀释每股收益,0.44,0.27,0.12,0.67,0.5,0.35,0.16,0.95,0.68,0.49,0.24,0.95,0.66,0.49,0.85,0.45,0.59,0.33,0.52,0.47,0.31,
