报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),104865,72807,33612,159459,105567,70552,33127,166998,102098,138406,95201,79614,
营业收入(万元),104865,72807,33612,159459,105567,70552,33127,166998,102098,138406,95201,79614,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),99744,68856,31612,149273,98102,65366,30608,157126,95813,127283,87256,75179,
营业成本(万元),84740,58890,26905,125050,82769,55575,25894,132408,80507,102051,71181,62758,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),3665,2418,1166,6199,3923,,753,,3988,,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),489,302,161,1060,720,511,299,906,581,917,472,388,
销售费用(万元),4370,2832,1293,6889,4549,2859,1390,7256,4521,6304,4096,2961,
管理费用(万元),5563,3761,1908,7620,5442,6293,2152,13507,5189,15149,9085,7495,
财务费用(万元),917,652,330,1762,844,746,628,1945,1078,1623,1499,1348,
资产减值损失(万元),,,-149,691,-145,-617,-508,1104,-51,1240,923,229,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),41,41,,,,,,,,0,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),5877,4587,2276,10588,7949,5464,2535,10219,6398,11123,7945,4435,
营业外收入(万元),81,79,1,86,74,61,7,32,11,439,269,188,
营业外支出(万元),59,58,25,99,86,85,51,50,29,1116,46,36,
非流动资产处置损失(万元),,,,,,,,,,,,2,
利润总额(万元),5898,4608,2252,10575,7937,5440,2491,10201,6380,10445,8168,4588,
所得税费用(万元),881,592,340,1331,1155,696,377,1399,1020,2072,1204,755,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),5017,4016,1911,9245,6783,4743,2114,8802,5360,8374,6964,3833,
归属于母公司所有者的净利润(万元),5017,4016,1911,9245,6783,4743,2114,8802,5360,8374,6902,3822,
被合并方在合并前实现净利润(万元),,,,,,,,,,,261,,
少数股东损益(万元),0,,,,,,,,,,62,11,
基本每股收益,0.5,0.4,0.19,1.23,0.9,0.63,0.28,1.17,0.71,1.15,,,
稀释每股收益,0.5,0.4,0.19,1.23,0.9,0.63,0.28,1.17,0.71,1.15,,,
