报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,
营业总收入(万元),246221,181448,103099,327740,198769,134855,63561,298616,216001,149301,309792,195095,122783,52075,321316,168626,62538,111217,13958,66894,35629,
营业收入(万元),,,,,,,,,,,,,,,,,,,,,,
利息收入(万元),72130,46327,21299,89217,-27423,47815,23249,85094,-20448,39526,96913,-5424,52724,-6047,96211,42906,-2078,33431,582,13739,12989,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,208156,,,,157608,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),33372,23900,9721,74614,30314,15160,3175,1879,852,725,917,1276,466,209,767,368,687,553,372,1164,164,
营业总成本(万元),221017,160282,79469,288908,171275,110551,55486,224131,162019,99814,197460,122754,77305,35897,194177,97562,33757,83319,11842,52948,32687,
营业成本(万元),,,,,,,,,,,,,,,,,,,,,,
利息支出(万元),97044,63000,30440,128343,,65478,30768,108488,,47162,118619,,57527,,89088,33858,,25258,,10310,8503,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),30960,22983,9141,73272,30568,15232,3143,1711,1070,792,465,336,184,95,378,191,11,343,,,,
营业税金及附加(万元),2039,1379,596,2381,1671,1070,517,2801,1727,1166,8882,7827,7280,3382,17065,8611,3209,5837,784,4130,1755,
销售费用(万元),168447,120401,70312,206896,139979,94679,51973,210766,155422,96674,183859,114841,69795,32497,172811,84985,30536,76409,10841,48703,30864,
管理费用(万元),,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值损失(万元),,,,6359,-943,-430,-148,8853,3801,1181,4254,-251,45,-77,3923,3775,,730,217,114,68,
公允价值变动收益(万元),287,15842,23798,-9642,-78277,-16484,-1843,-4562,-560,5955,-25336,-3420,-13351,781,26791,18678,4628,8448,-827,-2927,1535,
投资收益(万元),93786,59490,32207,117578,141381,57816,24848,106666,77093,45397,147519,66758,44424,15273,130034,76514,34824,28974,983,16030,7953,
对联营企业和合营企业的投资收益(万元),2561,1756,1016,2129,973,1547,847,9980,7160,5096,10104,,3416,,1847,-185,,-169,,,,
汇兑收益(万元),37,-8,-1,8,-19,-37,-36,-56,-43,-24,61,25,20,-5,61,-3,1,5,13,-25,-2,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),47324,32943,14949,66707,53155,33126,15834,74792,57079,36756,48885,25372,20520,4162,16458,4172,1013,5016,1286,3094,557,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),25204,21166,23631,38833,27495,24304,8075,74486,53982,49487,112332,72342,45478,16179,127140,71064,28781,27898,2116,13946,2942,
营业外收入(万元),6211,5705,1435,5091,4779,4450,2456,2858,2329,1181,4004,3375,2253,2097,741,88,40,296,20,616,518,
营业外支出(万元),895,518,227,1043,629,257,78,1352,732,478,907,755,58,16,150,63,42,154,44,597,238,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,,,,,
利润总额(万元),30520,26353,24839,42880,31644,28497,10453,75992,55579,50191,115428,74962,47674,18259,127730,71089,28779,28040,2092,13964,3223,
所得税费用(万元),4328,4559,4033,11231,8623,8812,3760,14505,10784,9703,19947,19195,9912,474,27613,16828,6846,6430,-28,3476,1016,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),26192,21794,20805,31649,23021,19685,6692,61487,44795,40488,95481,55767,37762,17785,100117,54261,21933,21610,2120,10488,2207,
归属于母公司所有者的净利润(万元),19378,16819,12850,30285,26401,23199,9046,41013,28358,25143,67157,63392,47599,20773,93759,48806,21435,20775,2047,10232,1911,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),6815,4975,7955,1364,-3380,-3514,-2354,20474,16437,15345,28325,-7624,-9837,-2988,6359,5455,498,836,74,255,63,
基本每股收益,0.04,0.03,0.03,0.06,0.06,0.05,0.02,0.09,0.06,0.05,0.14,,0.1,,0.24,0.15,,0.1,0.01,0.06,,
稀释每股收益,0.04,0.03,0.03,0.06,0.06,0.05,0.02,0.09,0.06,0.05,0.14,,0.1,,0.24,0.15,,0.1,0.01,0.06,,
