报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),129965,85253,34326,163748,118869,74994,30073,150648,95254,60266,16793,112375,76052,113298,107100,121072,106625,
营业收入(万元),129965,85253,34326,163748,118869,74994,30073,150648,95254,60266,16793,112375,76052,113298,107100,121072,106625,
利息收入(万元),,,,,0,,,,,,,,,,,,,
已赚保费(万元),,,,,0,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,0,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),113519,74193,29797,147584,105660,66505,26238,137663,84263,52405,15511,101161,66449,101550,95636,103889,93171,
营业成本(万元),96310,62812,25628,126771,91268,57572,23636,117289,73110,45470,13938,81780,55636,82118,77211,81071,74896,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),3153,2198,837,4313,2844,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),854,635,418,1251,714,358,164,1055,596,414,141,1023,372,836,652,478,538,
销售费用(万元),7970,5090,1683,10001,7469,4547,1751,9485,6136,3551,965,7335,4661,6811,6863,10079,10107,
管理费用(万元),5168,3416,1639,6246,4437,4479,1948,9315,5134,3125,1230,6865,4933,7208,6970,9737,5138,
财务费用(万元),64,44,48,368,355,140,-1,429,242,47,76,930,895,2205,2302,1668,880,
资产减值损失(万元),,,-455,-1364,-1426,-591,-1260,90,-955,-201,-839,3227,-48,2372,1638,855,1612,
公允价值变动收益(万元),,,,,0,,,,,,,,,,,,,
投资收益(万元),329,314,144,681,521,317,270,164,162,148,180,122,,23,5,,,
对联营企业和合营企业的投资收益(万元),,,,,0,,,,,,,,,,,,,
汇兑收益(万元),,,,,44,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),16579,11076,4885,17546,14364,8969,4147,14468,11626,8460,1772,11336,9603,11771,11469,17183,13454,
营业外收入(万元),129,47,32,390,372,300,209,86,595,453,156,582,417,1649,623,2067,424,
营业外支出(万元),65,61,9,27,24,19,1,77,33,27,6,366,173,42,222,504,14,
非流动资产处置损失(万元),,,,,,,,,9,8,,176,34,30,213,504,6,
利润总额(万元),16644,11062,4908,17909,14712,9250,4355,14476,12188,8887,1922,11552,9847,13378,11870,18746,13863,
所得税费用(万元),2246,1435,889,2460,2206,1285,668,2322,1995,1431,342,1817,1652,3366,3113,4784,3636,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),14398,9627,4019,15449,12506,7965,3687,12154,10193,7456,1580,9735,8195,10011,8757,13962,10228,
归属于母公司所有者的净利润(万元),14398,9627,4019,15449,12506,7965,3687,12190,10228,7492,1599,9771,8217,10011,8757,13962,10228,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,0,,,,-36,-36,-36,-19,-35,-22,,,,,
基本每股收益,0.56,0.38,0.16,0.6,0.49,0.31,0.19,0.78,0.69,0.51,0.11,0.66,0.56,0.68,0.59,0.96,0.75,
稀释每股收益,0.56,0.38,0.16,0.6,0.49,0.31,0.19,0.78,0.69,0.51,0.11,0.66,0.56,0.68,0.59,0.96,0.75,
