报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),147583,97451,48360,166973,113724,74937,35416,138409,101318,65817,32571,111580,78555,49083,23830,87992,82997,73164,63378,61835,
营业收入(万元),147583,97451,48360,166973,113724,74937,35416,138409,101318,65817,32571,111580,78555,49083,23830,87992,82997,73164,63378,61835,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),143194,95165,46408,155818,100680,66530,31662,121255,88233,57445,28282,97547,68331,42897,20701,78029,74391,64822,56529,56847,
营业成本(万元),115301,77108,37357,124703,84811,54261,24973,97710,71337,46488,23151,79757,56617,35636,17285,64946,62562,53492,46936,46120,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),7590,4958,2117,6736,3791,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),704,440,227,1124,981,583,241,1212,880,628,335,1008,738,559,350,917,547,518,609,359,
销售费用(万元),6652,3396,1990,5743,3648,2291,1173,4094,3147,2068,1004,3611,2419,1520,670,2869,2565,2366,2120,2210,
管理费用(万元),9086,6506,2799,14075,6860,8319,4442,15991,11550,7497,3362,11891,7513,4470,1981,8087,6941,6634,5725,7082,
财务费用(万元),3862,2756,1875,2421,183,745,820,1915,1100,609,319,937,877,573,288,933,1543,1560,1047,903,
资产减值损失(万元),,,42,1016,404,331,13,334,220,154,110,344,166,138,128,276,232,253,92,173,
公允价值变动收益(万元),,,,,,,,,,,-22,15,-13,-11,-17,25,-33,20,,,
投资收益(万元),-41,-8,27,50,40,40,,175,91,51,3,19,17,14,15,-106,-11,-92,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),5066,2938,2237,12711,14610,9513,4244,18147,13176,8423,4270,14067,10227,6188,3127,9882,8562,8269,6849,4989,
营业外收入(万元),316,,,,16,10,1,0,533,459,369,1096,502,243,106,752,389,761,233,57,
营业外支出(万元),112,58,,140,,64,9,2,109,85,6,142,138,125,,66,109,26,28,14,
非流动资产处置损失(万元),,,,,,,,,,85,,142,,125,,66,108,21,,,
利润总额(万元),5270,2881,2237,12571,14625,9459,4236,18145,13600,8796,4633,15021,10590,6307,3233,10568,8842,9004,7054,5031,
所得税费用(万元),571,362,369,1226,2186,1406,563,2894,2144,1319,1062,2151,1710,1035,733,1442,1246,1366,896,711,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),4699,2518,1868,11344,12440,8054,3673,15251,11456,7477,3571,12870,8880,5272,2500,9125,7596,7638,6158,4321,
归属于母公司所有者的净利润(万元),4699,2518,1868,11344,12440,8054,3673,15251,11456,7477,3571,12870,8880,5272,2500,9125,7596,7638,6158,4321,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,0,
基本每股收益,0.16,0.09,0.06,0.39,0.43,0.28,0.13,0.53,0.4,0.26,0.25,1.16,0.82,0.49,0.23,0.84,0.7,0.71,0.58,0.51,
稀释每股收益,0.16,0.09,0.06,0.39,0.43,0.28,0.13,0.53,0.4,0.26,0.25,1.16,0.82,0.49,0.23,0.84,0.7,0.71,0.58,0.51,
