报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),657979,429459,212442,746207,535005,324708,164209,607909,583018,575068,558190,494235,227370,
营业收入(万元),,,,,,,,,,,,,,
利息收入(万元),986744,643363,319444,1203509,886644,367728,178885,1009968,882469,866749,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),23196,15808,9229,23343,18791,12275,6111,21339,21902,16370,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),1570,798,558,1797,1354,845,297,976,616,142,,,,
营业总成本(万元),389917,268563,119860,441763,273925,162709,73514,331589,336238,332373,,,,
营业成本(万元),,,,,,,,,,,,,,
利息支出(万元),473634,309317,154548,550524,409195,266867,133488,431132,338261,318728,,,,
手续费及佣金支出(万元),5653,2933,1334,8428,4748,2647,893,5019,3925,4080,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),62,29,4,46,25,1,0,30,29,34,,,,
营业税金及附加(万元),6676,4197,2103,7955,5880,3837,1866,7147,15988,37627,,,,
销售费用(万元),167983,112198,53219,240533,155917,95667,45559,216953,196162,179460,,,,
管理费用(万元),,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,
资产减值损失(万元),15436,9543,5006,193229,112103,63204,26089,107458,124059,115252,,,,
公允价值变动收益(万元),-9397,-7723,10374,5556,4780,2079,4256,-3945,,,,,,
投资收益(万元),126214,84854,26975,63222,32346,209936,110388,-1439,7521,8826,377,28,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,
汇兑收益(万元),4614,2781,1046,2659,1617,-110,-1652,4904,3868,4621,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),268063,160896,92582,304445,261080,161999,90695,276320,246781,242695,237956,220490,74406,
营业外收入(万元),205,175,92,669,428,860,179,1227,6150,4057,,2145,,
营业外支出(万元),592,209,32,2197,1006,999,107,961,1969,901,6828,,,
非流动资产处置损失(万元),,,,,,,,,,,,,,
利润总额(万元),267676,160862,92641,302917,260502,161860,90767,276586,250962,245851,244784,222635,75041,
所得税费用(万元),30599,18566,16730,58508,55876,33279,9413,62557,60585,59496,,,,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),237077,142297,75911,244409,204626,128581,81354,214029,190377,186354,,165012,,
归属于母公司所有者的净利润(万元),235749,141596,76041,241901,203454,128581,81354,213645,192656,186354,170318,165012,56931,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,
少数股东损益(万元),1328,700,-129,2509,1172,,,384,-2279,,,,,
基本每股收益,0.44,0.27,0.15,0.48,0.41,0.26,0.16,0.43,0.39,0.37,0.34,0.33,0.11,
稀释每股收益,0.44,0.27,0.15,0.48,0.41,,,0.43,0.39,0.37,,,,
