报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),11727,7348,3162,16206,11089,6474,2616,15060,9687,5889,2300,13635,8519,11282,11695,14330,
营业收入(万元),11727,7348,3162,16206,11089,6474,2616,15060,9687,5889,2300,13635,8519,11282,11695,14330,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),8183,5422,2576,11782,8286,5145,2152,11223,7231,4510,1899,9344,6262,7985,8346,9653,
营业成本(万元),4370,2879,1333,6403,4503,2614,1154,6345,3927,2343,953,5525,3540,4560,4812,5976,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),796,620,249,1231,963,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),154,107,49,446,239,143,73,332,206,116,47,244,114,169,170,176,
销售费用(万元),1122,732,321,1443,1027,652,264,1097,750,463,165,793,545,731,837,794,
管理费用(万元),1787,1083,518,2006,1412,1514,668,2880,2141,1415,671,2574,1969,2210,2196,2548,
财务费用(万元),-45,1,101,-105,-144,-47,21,223,121,109,41,-56,-35,-61,31,34,
资产减值损失(万元),,,,358,286,268,-28,345,86,64,22,263,129,377,300,125,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),298,155,68,524,430,323,97,108,63,63,37,74,28,166,174,89,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,3,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),3615,1971,681,5403,3492,1749,705,4326,2723,1582,464,4365,2284,3462,3522,4767,
营业外收入(万元),0,,,150,50,61,10,102,65,65,60,171,79,256,216,239,
营业外支出(万元),3,3,2,37,0,0,0,2,0,0,,10,10,9,24,23,
非流动资产处置损失(万元),,,,,,,,,,,,,,5,14,2,
利润总额(万元),3612,1968,679,5516,3542,1810,715,4426,2788,1648,524,4526,2353,3709,3714,4983,
所得税费用(万元),505,273,117,852,599,252,132,612,431,247,56,738,461,560,572,839,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),3107,1694,562,4664,2943,1558,583,3815,2358,1400,468,3788,1892,3149,3143,4144,
归属于母公司所有者的净利润(万元),3107,1694,562,4664,2943,1558,583,3815,2358,1400,468,3788,1892,3183,3147,4164,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,-33,-4,-21,
基本每股收益,0.29,0.16,0.1,0.65,0.41,0.22,0.08,0.69,0.44,0.26,0.09,0.7,0.35,0.59,0.58,0.77,
稀释每股收益,0.29,0.16,0.1,0.65,0.41,0.22,0.08,0.69,,0.26,0.09,0.7,,0.59,0.58,0.77,
