报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),118783,69378,34038,118141,44965,29618,12450,87815,63299,43211,31146,80776,56277,38925,95163,21597,72767,42497,35189,
营业收入(万元),118783,69378,34038,118141,44965,29618,12450,87815,63299,43211,31146,80776,56277,38925,95163,21597,72767,42497,35189,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),110875,65337,32242,115434,46114,29961,12442,71587,50077,34221,23866,58664,42267,29753,64430,13335,52081,33713,22523,
营业成本(万元),75473,43974,20173,65035,22970,14765,5776,37358,26640,18367,12916,36003,25467,17361,42090,9872,29901,19357,13325,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),10351,6160,2076,12045,7662,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),661,426,237,772,380,274,111,1111,882,667,506,859,577,400,883,155,921,450,340,
销售费用(万元),12762,7837,3507,13582,8444,5261,2119,12125,7312,4462,2557,8684,6031,4246,8962,1873,6612,4646,3111,
管理费用(万元),11594,6915,3815,7491,3514,7319,2713,15056,10036,6008,2898,11276,8261,5270,10214,2087,9293,7247,4420,
财务费用(万元),34,23,48,313,-333,-265,-200,397,326,333,206,-70,-391,-339,-201,-51,-536,17,198,
资产减值损失(万元),,,2385,16196,3477,2606,1923,5540,4880,4384,4783,1911,2321,2815,2482,-600,5889,1997,1128,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),-5,-325,-966,4164,2879,2481,1020,938,511,325,144,184,44,5,103,22,330,,,
对联营企业和合营企业的投资收益(万元),-1216,77,33,391,28,15,10,91,61,35,18,58,0,0,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),5614,2071,3155,10704,4833,4240,2209,25120,19012,9315,7424,22297,14054,9176,30836,8284,21015,8784,12667,
营业外收入(万元),49,28,15,302,71,48,35,526,1016,4574,576,6366,4155,3035,7418,1944,5787,4800,1666,
营业外支出(万元),42,40,1,114,16,16,,21,2,2,0,30,9,9,28,0,41,2,38,
非流动资产处置损失(万元),,,,,,,,,2,2,,5,4,4,5,0,9,1,1,
利润总额(万元),5621,2058,3168,10892,4888,4272,2244,25626,20025,13886,8000,28634,18199,12202,38227,10227,26761,13583,14295,
所得税费用(万元),-590,-426,-136,388,550,327,192,2360,2114,1522,868,2422,1587,1041,4978,1584,2300,956,1797,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),6210,2484,3304,10504,4338,3946,2052,23266,17911,12364,7133,26211,16612,11160,33249,8643,24462,12627,12498,
归属于母公司所有者的净利润(万元),5559,2316,3167,5372,4338,3946,2052,23266,17911,12364,7133,26211,16612,11160,33249,8643,24462,12627,12498,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),651,168,138,5132,0,-0,-0,,,,,,,,,,,,,
基本每股收益,0.13,0.05,0.07,0.13,0.1,0.09,0.05,0.6,0.48,0.34,0.2,0.73,0.46,0.31,0.92,0.29,0.68,,,
稀释每股收益,0.13,0.05,0.07,0.13,0.1,0.09,0.05,0.6,0.48,0.34,0.2,0.73,0.46,0.31,0.92,0.29,0.68,,,
