报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),91344,55450,23529,102931,72376,43652,18968,81418,57674,37208,82620,44074,73471,79561,68369,
营业收入(万元),91344,55450,23529,102931,72376,43652,18968,81418,57674,37208,82620,44074,73471,79561,68369,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),76442,46619,20843,89622,62101,37761,16840,68938,48690,31454,69545,36692,63114,70473,63340,
营业成本(万元),59537,36402,15931,68808,48300,29261,12767,52995,37272,24085,55007,29255,50906,59764,52717,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),2897,1654,667,3161,2230,1389,,2308,1705,,2372,,2782,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),656,313,102,856,552,403,175,729,438,271,766,357,531,439,433,
销售费用(万元),9702,5899,2100,11596,6571,3773,1532,7575,5089,3405,6112,2555,4365,3296,2757,
管理费用(万元),3966,2472,1311,4764,3554,2176,1548,4363,3119,3129,4403,3865,4052,6183,5975,
财务费用(万元),-316,-119,98,-133,-182,85,424,739,568,252,-48,43,61,661,1185,
资产减值损失(万元),,,634,570,1078,672,394,229,500,312,934,617,417,130,272,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),629,334,16,70,14,-22,-11,-7,57,-17,778,0,49,47,13,
对联营企业和合营企业的投资收益(万元),-3,6,16,58,5,-30,-19,-116,-16,-51,71,-3,32,47,13,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),14852,8952,2855,15014,11291,6528,2388,13526,9762,6176,13789,7383,10309,9135,5042,
营业外收入(万元),677,309,29,971,706,489,14,957,704,25,1675,322,786,930,351,
营业外支出(万元),10,0,0,29,,,,90,0,4,64,41,74,146,83,
非流动资产处置损失(万元),,,,,,,,,,4,,3,,30,4,
利润总额(万元),15519,9261,2884,15955,11997,7018,2402,14393,10466,6197,15400,7663,11021,9919,5311,
所得税费用(万元),2099,1260,406,2206,1719,993,371,2227,1526,923,2311,1099,1652,1509,930,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),13420,8001,2478,13749,10277,6024,2030,12166,8940,5274,13089,6564,9369,8410,4380,
归属于母公司所有者的净利润(万元),13447,8006,2498,13721,10280,6030,2055,12136,8927,5286,13074,6561,9509,8505,4509,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),-27,-6,-20,28,-3,-6,-24,30,13,-11,15,3,-140,-95,-129,
基本每股收益,0.88,0.53,0.17,1.17,0.88,0.51,0.18,1.04,0.76,0.45,1.12,0.56,0.81,1.81,0.96,
稀释每股收益,0.88,0.53,0.17,1.17,0.88,0.51,0.18,1.04,0.76,0.45,1.12,0.56,0.81,1.81,0.96,
