报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,
营业总收入(万元),332631,197432,65019,309675,201956,124903,39621,203879,141612,86323,28777,147342,110048,69675,119956,19073,105922,83099,
营业收入(万元),332631,197432,65019,309675,201956,124903,39621,203879,141612,86323,28777,147342,110048,69675,119956,19073,105922,83099,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),295809,174712,61871,291174,185369,111035,37287,177919,121855,73344,26577,116036,81649,48468,100061,16166,96067,77803,
营业成本(万元),220556,131543,42993,212449,134881,82112,25419,126352,87320,52936,17370,74092,52906,32125,66320,11730,68408,55555,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),14224,6687,2904,13069,7425,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),2153,1402,365,2063,1541,1092,469,1856,1215,899,280,1520,994,630,1359,225,963,658,
销售费用(万元),42070,24590,9565,41689,26037,14907,6501,26056,17210,9986,4152,19502,12870,6684,15155,2114,13553,10110,
管理费用(万元),14757,8806,3948,13592,10666,9818,4418,18840,12536,7194,3731,17332,12115,6980,13154,1692,10327,9131,
财务费用(万元),2049,1685,660,2775,1782,823,371,1876,1333,949,601,1490,1325,963,1830,422,1987,1436,
资产减值损失(万元),,,1436,5536,3037,2282,109,2938,2241,1379,443,2101,1439,1085,2243,-17,829,912,
公允价值变动收益(万元),-918,-993,-993,993,768,740,,,,,-51,51,3,169,,,,,
投资收益(万元),2811,2577,2499,1927,1266,236,,-236,-322,-604,56,50,50,144,109,45,52,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),32749,20177,4988,22152,19283,15421,2766,25975,19730,12657,2354,31407,28452,21520,20004,2952,9907,5297,
营业外收入(万元),358,182,67,290,266,78,38,189,119,83,15,311,160,133,377,34,89,196,
营业外支出(万元),143,35,8,123,90,37,4,93,54,21,25,121,26,18,435,9,76,60,
非流动资产处置损失(万元),,,,,,,,,11,4,,52,4,5,296,2,11,18,
利润总额(万元),32964,20324,5048,22320,19459,15462,2800,26072,19794,12719,2344,31597,28586,21635,19947,2978,9920,5433,
所得税费用(万元),6017,3723,852,3793,3281,2514,513,4328,3095,1903,408,5153,4641,3567,3457,592,2064,1480,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),26948,16602,4196,18527,16179,12948,2288,21744,16699,10815,1936,26445,23944,18067,16490,2386,7856,3953,
归属于母公司所有者的净利润(万元),26948,16602,4196,18527,16179,12948,2288,21768,16723,10815,1936,26445,23944,18067,16490,2386,7856,3953,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,-24,-24,,,,,,,,,,
基本每股收益,0.44,0.27,0.07,0.31,0.27,0.22,0.04,0.48,0.37,0.24,0.04,0.63,0.59,0.91,0.44,0.13,0.24,0.22,
稀释每股收益,0.44,0.27,0.07,0.31,0.27,0.22,0.04,0.48,0.37,0.24,0.04,0.63,0.59,0.91,0.44,0.13,0.24,0.22,
