报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),61745,41038,12241,52777,36259,23666,8224,41177,28944,18910,7017,31818,22086,14793,6064,28167,20573,24082,21905,19721,15644,
营业收入(万元),61745,41038,12241,52777,36259,23666,8224,41177,28944,18910,7017,31818,22086,14793,6064,28167,20573,24082,21905,19721,15644,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),46889,30701,10333,41710,27823,18122,7215,34256,23489,15147,6210,27603,18780,12567,5664,24580,17835,20963,18810,16837,13229,
营业成本(万元),33238,22675,6525,26897,18281,11942,4148,20946,14672,9481,3590,16560,11630,7745,3155,15301,11054,12487,11167,10076,8310,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3395,1707,749,2869,1953,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),627,474,168,800,562,364,118,516,376,244,102,490,241,168,61,235,159,222,215,224,122,
销售费用(万元),4437,2665,1188,5286,2998,1909,970,5495,3254,2094,986,4504,2818,1964,1112,4118,3041,3818,3334,2857,2241,
管理费用(万元),5454,3369,1687,6249,4224,4109,2139,7767,5201,3370,1653,5973,3961,2583,1285,4819,3426,4301,3961,3402,2486,
财务费用(万元),-262,-190,-58,-543,-329,-238,-99,-555,-261,-248,-152,-102,-77,-47,-9,-35,-25,-21,9,44,-13,
资产减值损失(万元),,,74,153,135,35,-61,86,248,206,30,179,207,154,61,142,181,156,123,234,84,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),1190,820,444,1549,1103,609,326,659,362,87,,,,,,53,53,,34,0,-15,
对联营企业和合营企业的投资收益(万元),-32,-32,,-5,,,,,,,,,,,,,,,,0,-15,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),17728,12033,2978,14710,11104,7096,1778,9253,7143,4569,807,4215,3306,2226,400,3641,2791,3119,3129,2885,2400,
营业外收入(万元),647,637,621,46,28,23,16,112,65,56,13,1632,1349,780,328,1392,1100,1237,1126,810,196,
营业外支出(万元),3,3,0,85,0,0,0,1,1,1,,5,5,,,9,9,2,1,0,4,
非流动资产处置损失(万元),,,,,,,,,1,1,,,,,,9,9,1,1,,,
利润总额(万元),18373,12667,3599,14671,11133,7119,1795,9364,7206,4625,820,5842,4650,3006,728,5024,3882,4354,4253,3694,2591,
所得税费用(万元),2691,1766,606,2171,1740,1133,320,1459,1155,730,143,938,760,484,125,802,629,703,679,635,400,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),15682,10901,2992,12501,9393,5987,1475,7905,6052,3895,677,4903,3890,2523,604,4222,3253,3651,3574,3059,2191,
归属于母公司所有者的净利润(万元),16022,11120,3097,12530,9393,5987,1475,7905,6052,3895,677,4903,3890,2523,604,4222,3253,3651,3574,3055,2185,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-339,-220,-104,-29,,,,,,,,,,,,,,,,4,6,
基本每股收益,0.83,0.58,0.26,1.04,1.03,0.79,0.22,1.19,0.9,0.58,0.1,0.95,0.78,0.5,0.12,0.84,0.65,0.73,0.71,0.61,,
稀释每股收益,0.83,0.58,0.26,1.04,1.03,0.79,0.22,1.19,0.9,0.58,0.1,0.95,0.78,0.5,0.12,0.84,0.65,0.73,0.71,0.61,,
