报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),24262,15872,5400,25597,17835,11236,5352,23551,17407,11134,5104,17464,11949,12445,8264,5716,
营业收入(万元),24262,15872,5400,25597,17835,11236,5352,23551,17407,11134,5104,17464,11949,12445,8264,5716,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),22546,14899,5405,23622,16275,9934,4607,19084,13619,8731,4031,13525,9126,9476,6466,4950,
营业成本(万元),19450,12787,4365,19964,13659,8138,3811,15375,11067,7047,3261,10864,7278,7589,4814,3689,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),774,526,250,1087,809,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),101,71,27,94,63,38,13,89,61,37,14,83,51,96,47,12,
销售费用(万元),730,482,251,746,494,306,156,689,469,292,126,498,331,428,343,216,
管理费用(万元),1033,721,272,1105,791,1180,459,2371,1547,1104,440,1802,1305,1309,914,760,
财务费用(万元),458,313,202,506,342,229,131,393,257,136,55,29,-18,109,142,166,
资产减值损失(万元),,,-0,121,116,43,36,167,219,115,134,250,178,-55,207,107,
公允价值变动收益(万元),,,,,1,2,,,,,,-1,-1,1,,,
投资收益(万元),-31,11,,243,239,207,129,,,,,6,6,,0,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),1637,1057,143,2584,2413,1647,1000,4776,3788,2404,1216,3944,2828,2970,1798,765,
营业外收入(万元),0,0,,561,561,561,558,0,285,175,0,244,218,94,64,122,
营业外支出(万元),24,3,0,5,0,0,0,30,55,55,0,13,13,10,1,5,
非流动资产处置损失(万元),,,,,,,,,55,55,,13,13,,,,
利润总额(万元),1612,1054,143,3140,2973,2208,1557,4745,4018,2524,1216,4174,3033,3054,1861,883,
所得税费用(万元),169,121,7,367,291,288,215,652,547,337,167,572,420,420,269,127,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),1443,933,135,2773,2682,1920,1342,4093,3471,2187,1049,3603,2613,2634,1592,755,
归属于母公司所有者的净利润(万元),1443,933,135,2773,2682,1920,1342,4093,3471,2187,1049,3603,2613,2634,1592,755,
被合并方在合并前实现净利润(万元),,,,,,,,,-52,,,,-16,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,0.1,0.07,0.01,0.2,0.19,0.14,0.17,0.64,0.59,0.37,0.18,0.61,0.44,0.51,0.34,0.16,
稀释每股收益,0.1,0.07,0.01,0.2,0.19,0.14,0.17,0.64,0.59,0.37,0.18,0.61,0.44,0.51,0.34,0.16,
