报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),18508,11884,6022,20181,12137,6187,3229,19662,13127,8359,3772,22379,12899,8646,5249,20726,9317,17683,16134,13140,8074,
营业收入(万元),18508,11884,6022,20181,12137,6187,3229,19662,13127,8359,3772,22379,12899,8646,5249,20726,9317,17683,16134,13140,8074,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),16233,10524,5278,20581,11698,7299,3925,16041,11203,7389,4115,15360,10765,7016,4986,12864,7601,11611,9725,7440,5933,
营业成本(万元),9966,6319,3115,11768,6555,3865,2513,9689,6467,4859,2424,8860,6581,4261,3257,7344,3527,6216,5175,3907,1705,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3824,2571,1316,4825,2366,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),44,41,34,179,36,19,,124,22,22,5,109,89,57,46,97,30,89,71,91,371,
销售费用(万元),733,545,318,1474,926,719,265,1288,925,434,248,1386,633,353,223,870,532,970,1381,1016,638,
管理费用(万元),2000,1366,766,3041,2575,3245,1456,5428,4389,2403,1641,4839,3129,2217,1319,4767,3554,4725,3570,2450,3196,
财务费用(万元),-334,-318,-219,-1600,-1114,-782,-382,-1435,-926,-523,-266,-300,-151,-131,-72,-513,-310,-524,-642,-149,-20,
资产减值损失(万元),,,-53,893,353,233,72,947,326,194,63,465,483,258,212,299,268,135,170,125,42,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),663,566,337,37,27,12,,15,,,,-266,,,,,,,,65,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),2501,1628,1097,72,727,-885,-680,4037,2155,1124,-343,6752,2134,1630,262,7862,1716,6072,6409,5764,2142,
营业外收入(万元),1,1,,,132,,,302,330,330,27,645,154,154,35,539,267,688,594,311,129,
营业外支出(万元),0,0,,11,1,1,1,58,50,49,0,6,5,,7,18,,10,,8,,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,10,,8,,
利润总额(万元),2502,1629,1097,60,858,-886,-681,4281,2436,1405,-316,7392,2282,1784,290,8383,1983,6749,7003,6068,2270,
所得税费用(万元),-1,-11,32,-739,144,-21,,560,404,212,,121,286,269,53,1057,283,34,494,708,-24,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),2502,1639,1065,799,714,-865,-681,3720,2031,1193,-316,7270,1997,1515,237,7326,1700,6715,6509,5359,2295,
归属于母公司所有者的净利润(万元),2502,1639,1065,799,714,-865,-681,3720,2031,1193,-316,7270,1997,1515,237,7326,1700,6715,6509,5359,2240,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,272,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,54,
基本每股收益,0.11,0.07,0.05,0.04,0.03,-0.04,-0.03,0.17,0.09,0.05,-0.01,0.41,0.12,0.09,,0.44,0.1,0.41,0.39,0.32,,
稀释每股收益,0.11,0.07,0.05,0.04,0.03,-0.04,,0.17,0.09,0.05,-0.01,0.41,0.12,0.09,,0.44,0.1,0.41,0.39,0.32,,
