报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),55891,37358,19298,82196,61969,40689,20253,79994,37724,64428,29105,53045,26547,47129,11245,39380,33699,26014,18262,
营业收入(万元),55891,37358,19298,82196,61969,40689,20253,79994,37724,64428,29105,53045,26547,47129,11245,39380,33699,26014,18262,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),44162,29614,15031,61147,45997,31537,15843,57538,28024,50634,23461,41769,21271,34642,8775,29953,22226,16144,11032,
营业成本(万元),37236,24591,12331,51418,38680,26402,12900,48582,23625,41996,19567,33209,16262,26822,6545,23316,17318,12641,8681,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),149,117,43,158,100,71,41,68,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),283,201,88,491,333,219,108,527,216,502,183,1497,1194,2500,588,2078,1765,1340,960,
销售费用(万元),1414,1011,553,1731,1335,1021,749,1322,710,2041,1124,1459,769,1069,283,870,505,275,191,
管理费用(万元),5141,3719,2012,6508,4787,3257,1761,5860,2853,4724,1880,4576,2571,3342,1154,3052,2642,1911,1239,
财务费用(万元),-60,-25,5,842,762,565,284,1180,599,1313,684,1013,433,919,209,618,-15,-26,23,
资产减值损失(万元),,,,,,,,,20,58,22,15,42,-8,-3,18,10,3,-60,
公允价值变动收益(万元),222,118,,1,3,3,,,,,,,,,,,-5,5,,
投资收益(万元),1130,620,237,1028,810,430,182,874,586,924,128,1326,1136,-83,-158,133,74,43,56,
对联营企业和合营企业的投资收益(万元),409,302,196,797,637,336,153,595,370,321,78,-253,-292,-124,-165,80,27,27,32,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),14214,9464,5160,23468,17841,10173,4663,24000,10888,15468,5773,12602,6411,12404,2311,9561,11542,9917,7285,
营业外收入(万元),1653,1102,551,605,2,2,1,63,63,371,464,904,245,643,22,677,612,595,649,
营业外支出(万元),2,2,,782,768,147,19,36,2,39,36,193,0,19,16,22,13,1,7,
非流动资产处置损失(万元),,,,,,,,,,,0,0,0,1,0,0,6,,0,
利润总额(万元),15865,10564,5711,23291,17075,10028,4645,24027,10949,15800,6201,13313,6655,13028,2317,10216,12140,10511,7927,
所得税费用(万元),3939,2614,1405,5349,3934,2188,1140,6306,2789,3961,1635,3229,1478,3442,659,2708,3165,2703,2030,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),11927,7951,4306,17942,13141,7841,3506,17721,8160,11840,4566,10084,5177,9585,1658,7508,8976,7809,5896,
归属于母公司所有者的净利润(万元),11918,7944,4305,17901,13106,7821,3495,17694,8148,11819,4554,10087,5179,9594,1667,7577,8939,7724,5877,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,73,61,989,
少数股东损益(万元),8,7,1,41,35,19,10,27,12,20,11,-3,-2,-9,-9,-69,37,84,19,
基本每股收益,0.28,0.19,0.11,0.47,0.35,0.21,0.09,0.47,0.22,0.31,0.22,0.48,0.25,0.46,0.08,0.36,0.43,0.37,,
稀释每股收益,0.28,0.19,0.11,0.47,0.35,0.21,0.09,0.47,0.22,0.31,0.22,0.48,0.25,0.46,0.08,0.36,0.43,0.37,,
