报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),3154879,1859963,778496,4098401,3011263,1987881,891506,4064617,3103823,2029760,910324,3599328,1903597,3337041,1403985,3143755,2751993,2431307,2077790,2096346,1029179,1495931,
营业收入(万元),3154879,1859963,778496,4098401,3011263,1987881,891506,4064617,3103823,2029760,910324,3599328,1903597,3337041,1403985,3143755,2751993,2431307,2077790,2096346,1029179,1495931,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),3101760,1823801,758048,4047853,2975965,1964943,883677,4029673,3066798,2002214,900479,3546744,1873206,3297200,1396907,3136019,2749217,2426192,2047522,2098446,1025886,1527018,
营业成本(万元),3007484,1766522,735588,3929353,2892127,1910433,859496,3919813,2990795,1948332,875240,3451197,1833909,3226815,1360842,3068270,2685440,2364251,1979589,2047905,997488,1473657,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),13943,7761,2945,17661,13683,9161,4559,15263,10897,6026,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),4014,2649,1111,5494,4064,2697,1325,5001,3943,2728,1057,4700,2201,3053,1153,1964,1836,2128,2108,3133,2462,6900,
销售费用(万元),25850,15592,6082,32725,23083,14430,5953,27772,19008,12215,5185,24326,10351,18068,8260,14661,13833,11773,8840,7071,5251,7605,
管理费用(万元),38927,24366,8670,44057,30125,18057,7782,37616,23350,17332,10297,48098,19738,33942,19433,33546,37699,42508,37975,33771,18583,25972,
财务费用(万元),11541,6911,3652,18562,12882,9126,4370,21395,18495,12906,6509,15992,4577,11469,6448,13960,8561,2035,11037,6426,1610,8480,
资产减值损失(万元),,,,,,1902,192,2814,310,2675,2192,2430,2429,3854,771,3618,1848,3496,7974,140,493,4405,
公允价值变动收益(万元),3252,2679,-9156,-3228,-576,-528,-1910,2505,1510,3305,956,-621,-180,-454,-265,-625,744,-169,2184,-2121,631,-633,
投资收益(万元),-12930,-8650,-2348,3914,3456,1359,1194,7171,5421,1854,740,-1841,5756,-11720,4251,3428,7678,2254,1345,-6496,-3588,8168,
对联营企业和合营企业的投资收益(万元),-35,-35,,-52,-38,-24,,-15,,-11,,-18,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),49249,34131,9053,62409,43828,30160,8645,52969,48991,36205,13389,59708,36459,27667,11063,10539,11199,7199,33796,-10716,336,-23552,
营业外收入(万元),324,138,82,400,265,148,52,351,401,217,52,315,2224,7539,2714,10477,7124,7487,8891,23139,22331,26115,
营业外支出(万元),1699,1624,1090,1030,835,704,557,1718,416,224,87,1892,918,956,268,977,186,1119,532,596,2614,313,
非流动资产处置损失(万元),,,,,,,,,,,,,723,878,256,852,107,911,442,333,1012,176,
利润总额(万元),47875,32645,8045,61778,43258,29605,8140,51602,48976,36198,13354,58131,37765,34251,13509,20039,18137,13567,42155,11826,20053,2250,
所得税费用(万元),12628,8519,3137,12279,10805,7440,2075,9840,11442,8638,3187,14576,8202,5590,2629,3051,3622,4158,6288,1292,5429,1336,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),35247,24126,4908,49500,32453,22165,6066,41762,37533,27560,10167,43556,29564,28660,10880,16988,14515,9408,35867,10534,14624,914,
归属于母公司所有者的净利润(万元),36022,24742,5539,49436,32374,22030,5969,42194,37181,27527,10167,43556,29564,28660,10880,16988,14515,9408,35867,10534,14624,914,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-775,-615,-631,64,79,135,96,-432,352,33,,,,,,,,,0,,,,
基本每股收益,0.27,0.19,0.05,0.41,0.27,0.18,0.05,0.35,0.31,0.23,0.08,0.36,0.24,0.24,0.09,0.14,0.12,0.08,0.3,0.09,0.12,0.01,
稀释每股收益,0.27,0.19,0.05,0.41,0.27,0.18,0.05,0.35,0.31,0.23,0.08,0.36,0.24,0.24,0.09,0.14,0.12,0.08,0.3,0.09,0.12,0.01,
