报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),172441,119074,66444,252715,189924,129515,72663,229346,213551,226309,
营业收入(万元),172441,119074,66444,252715,189924,129515,72663,229346,213551,226309,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),161395,109053,59177,238968,177716,120445,66258,219143,203711,216595,
营业成本(万元),123988,85561,47625,188845,141067,95903,54127,171434,160860,176342,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),,,,,,,,,,,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),1109,770,401,1698,1281,874,507,1471,1359,1476,
销售费用(万元),29274,18657,9122,38840,28344,18939,9433,35063,32558,30040,
管理费用(万元),6465,3589,1691,8729,6314,4261,1914,9958,7601,7621,
财务费用(万元),560,476,337,856,710,467,277,939,1187,825,
资产减值损失(万元),,,,,,,,278,145,291,
公允价值变动收益(万元),23,20,12,17,,,,,,,
投资收益(万元),851,621,222,853,550,445,176,437,268,239,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),11640,10299,7241,14927,12836,9394,6326,11073,10300,9956,
营业外收入(万元),231,149,98,680,428,346,129,497,604,491,
营业外支出(万元),178,150,129,111,77,60,8,118,143,136,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),11693,10298,7209,15497,13188,9680,6447,11452,10761,10311,
所得税费用(万元),2945,2603,1866,4050,3347,2539,1690,2901,2712,2679,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),8748,7695,5344,11447,9840,7141,4757,8551,8049,7632,
归属于母公司所有者的净利润(万元),8748,7695,5344,11447,9840,7141,4757,8551,8049,7632,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,0.19,0.17,0.12,0.26,0.22,0.16,0.11,0.25,0.33,0.31,
稀释每股收益,0.19,0.17,0.12,0.26,0.22,0.16,0.11,0.25,0.33,0.31,
