报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),138216,86588,40707,171884,125559,81224,37747,168270,120206,77903,35337,150097,105546,64451,138011,136294,113731,
营业收入(万元),138216,86588,40707,171884,125559,81224,37747,168270,120206,77903,35337,150097,105546,64451,138011,136294,113731,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),118945,74630,35041,152088,111146,72550,33933,153175,110160,71475,31977,140093,96327,59283,130502,127111,103253,
营业成本(万元),107964,67293,31357,138337,100940,65430,30353,136423,98111,63475,28173,121611,85088,51562,113913,111933,90177,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),5077,3298,1588,6209,4593,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),704,440,219,736,548,375,136,761,571,335,122,488,133,133,414,263,283,
销售费用(万元),2816,1780,819,3361,2345,1546,702,3837,2579,1834,876,3711,2447,1657,3749,2999,2762,
管理费用(万元),2432,1729,899,3194,2361,4713,2409,9131,6555,4188,2074,11057,6459,4118,9005,7218,5930,
财务费用(万元),-48,91,204,450,392,517,472,2898,2509,1778,865,2936,2034,1609,3424,4144,3462,
资产减值损失(万元),,,-44,-198,-33,-32,-140,125,-165,-135,-133,289,166,205,-3,555,639,
公允价值变动收益(万元),537,510,234,,,,,,,,,,,,,,,
投资收益(万元),845,781,513,445,340,340,40,69,,,,,,,,,-3,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),21124,13634,6447,22363,15836,9648,4006,15930,10097,6462,3360,10005,9219,5168,7509,9182,10475,
营业外收入(万元),12,7,6,193,124,86,7,150,725,505,129,568,524,292,395,397,417,
营业外支出(万元),91,90,40,79,9,8,0,75,51,1,0,175,92,58,199,315,198,
非流动资产处置损失(万元),,,,,,,,,0,0,,1,,,9,5,,
利润总额(万元),21045,13552,6413,22477,15951,9725,4013,16004,10770,6966,3489,10398,9651,5402,7705,9263,10694,
所得税费用(万元),2680,1725,903,2774,2369,1540,506,1228,947,667,370,1385,1163,747,1234,1218,1375,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),18365,11827,5510,19703,13582,8186,3507,14776,9823,6299,3118,9013,8488,4655,6470,8045,9319,
归属于母公司所有者的净利润(万元),18365,11827,5510,19703,13582,8186,3507,14776,9823,6299,3118,9013,8488,4655,6470,8045,9319,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,-1208,1414,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
基本每股收益,0.66,0.42,0.28,0.99,0.68,0.41,0.18,0.89,0.63,0.42,0.21,0.6,,0.31,0.75,1.96,2.27,
稀释每股收益,0.66,0.42,0.28,0.99,0.68,0.41,0.18,0.89,0.63,0.42,0.21,0.6,,,0.75,1.96,2.27,
