报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),132485,87230,28311,194549,140834,91467,34820,173514,157747,75995,129103,57040,103584,94192,82972,
营业收入(万元),132485,87230,28311,194549,140834,91467,34820,173514,157747,75995,129103,57040,103584,94192,82972,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),124528,80920,27603,180473,131461,84547,34604,162817,147833,70972,119858,52005,96486,88534,77484,
营业成本(万元),99238,65607,21720,145174,106001,69223,26972,134548,118600,57199,96258,43007,78113,72739,63851,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),5051,3150,1228,7046,4980,3080,1418,6822,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),752,460,188,1597,1350,862,249,1102,774,385,831,203,657,402,456,
销售费用(万元),10815,7466,2806,17566,13186,6997,2997,12590,11547,5801,11305,4298,8149,6623,5323,
管理费用(万元),6893,4159,1778,7969,5993,3748,1674,6954,13455,6414,10405,3980,8953,6919,6266,
财务费用(万元),1779,77,-118,1121,-49,636,1294,-12,2566,1040,73,393,-526,1383,1499,
资产减值损失(万元),,,,,,,,812,891,133,988,123,1140,468,88,
公允价值变动收益(万元),159,,,,,,,,,,,,,,,
投资收益(万元),-7,,,,,,,,1,-7,-281,18,-1,-204,4,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),9834,7670,3142,13464,8930,6240,195,11333,10123,5036,8964,5053,7096,5453,5492,
营业外收入(万元),563,266,44,630,623,621,2,850,155,210,908,133,358,407,387,
营业外支出(万元),237,38,35,104,91,16,16,27,19,42,109,21,86,104,127,
非流动资产处置损失(万元),,,,,,,,,,39,86,9,46,32,91,
利润总额(万元),10160,7898,3152,13990,9461,6845,180,12156,10258,5203,9764,5165,7368,5756,5752,
所得税费用(万元),1366,1032,675,2050,1349,940,-52,1877,1079,753,1409,1036,1257,1150,950,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),8794,6866,2477,11940,8112,5905,232,10279,9179,4450,8355,4129,6111,4606,4802,
归属于母公司所有者的净利润(万元),8794,6866,2477,11940,8112,5905,232,10279,9174,4446,8352,4074,6113,4451,4628,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,5,4,3,55,-2,155,173,
基本每股收益,0.71,0.57,0.21,1,0.68,0.49,0.02,0.86,0.76,0.37,0.7,0.34,0.51,0.37,0.39,
稀释每股收益,0.71,0.57,0.21,1,0.68,0.49,0.02,0.86,0.76,0.37,0.7,0.34,0.51,0.37,0.39,
