报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),23733,15567,7968,30085,21945,14431,6988,27077,18903,11806,4346,15807,10045,6251,2671,11785,8488,12072,8665,9265,7143,6211,
营业收入(万元),23733,15567,7968,30085,21945,14431,6988,27077,18903,11806,4346,15807,10045,6251,2671,11785,8488,12072,8665,9265,7143,6211,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),14179,9463,4992,19056,13683,8996,4218,15492,10713,6756,2556,9570,6281,3816,1751,6838,4977,6433,4584,5079,4035,3195,
营业成本(万元),8901,5786,3028,10833,7860,5128,2485,9771,6901,4249,1511,5516,3486,2097,908,3534,2435,3354,2350,2720,2044,1780,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1737,1296,625,2144,1669,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),380,270,147,467,273,191,71,366,237,161,47,231,103,61,15,167,116,121,87,114,87,58,
销售费用(万元),715,466,233,1274,800,526,283,1355,871,560,240,875,636,376,185,756,568,710,529,683,509,423,
管理费用(万元),2588,1763,1027,3957,3107,3092,1444,4008,2704,1765,786,2847,2049,1299,667,2351,1865,2130,1580,1503,1320,901,
财务费用(万元),-142,-117,9,2,-54,-8,-47,-104,-75,-49,-28,-49,-35,-32,-24,-36,-27,-30,-25,-22,8,-1,
资产减值损失(万元),,,-78,379,28,67,-18,96,75,70,,150,42,16,,67,21,148,63,80,67,33,
公允价值变动收益(万元),8,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),663,272,192,821,626,451,191,474,154,9,9,,,,,,,,,,,3,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),10621,6785,3273,12472,9337,5988,2984,12097,8476,5117,1799,6238,3765,2434,920,4948,3511,5638,4080,4186,3109,3019,
营业外收入(万元),2,1,0,27,27,0,0,187,160,52,19,203,100,36,31,406,167,158,136,282,71,42,
营业外支出(万元),0,,,40,10,3,3,15,84,77,75,10,9,5,3,37,18,73,51,149,9,7,
非流动资产处置损失(万元),,,,,,,,,83,76,74,1,1,0,0,25,9,48,,140,,,
利润总额(万元),10623,6786,3274,12459,9354,5985,2981,12269,8552,5092,1744,6430,3855,2465,949,5317,3659,5723,4165,4318,3171,3053,
所得税费用(万元),1676,1013,457,2076,1405,892,406,1766,1207,710,229,882,518,329,120,702,497,830,587,614,445,433,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),8947,5773,2817,10383,7949,5093,2575,10504,7345,4382,1515,5548,3337,2136,829,4614,3163,4894,3579,3704,2726,2620,
归属于母公司所有者的净利润(万元),8709,5575,2777,10258,7896,5070,2625,10525,7345,4382,1515,5548,3337,2136,829,4614,3163,4894,3579,3704,2726,2620,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),238,199,39,126,53,23,-50,-21,,,,,,,,,,,,,,,
基本每股收益,1.11,0.7,0.35,1.31,1.01,0.65,0.43,1.83,1.3,0.87,0.25,1.23,0.74,0.47,0.14,1.03,0.7,1.09,0.8,0.82,0.61,0.58,
稀释每股收益,1.11,0.7,0.35,1.31,1.01,0.65,0.43,1.83,1.3,0.87,0.25,1.23,0.74,0.47,0.14,1.03,0.7,1.09,0.8,0.82,0.61,0.58,
