报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),62888,40294,18658,63631,46286,30949,13746,52437,36885,24017,10345,44874,31481,10949,39456,32936,21270,
营业收入(万元),62888,40294,18658,63631,46286,30949,13746,52437,36885,24017,10345,44874,31481,10949,39456,32936,21270,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),37411,22629,12588,42976,28265,18107,8953,30873,21309,14197,6289,24553,16029,5429,31663,16397,11935,
营业成本(万元),20886,12754,5967,21601,15288,9802,4255,15989,10795,6716,2782,11736,7465,2462,9316,8774,6255,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),3242,2006,1081,4293,1991,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),726,480,221,889,654,467,236,896,614,398,173,651,478,189,612,170,101,
销售费用(万元),8400,5149,2899,8575,5571,4192,2443,7036,5088,3688,1638,5920,3884,1411,3990,3272,2098,
管理费用(万元),4583,2554,1541,5896,3930,3358,1818,6100,3834,2782,1346,5923,3527,924,16989,3741,2838,
财务费用(万元),-426,-314,-194,-1120,-1007,-728,-369,-357,-163,-111,-22,-454,4,5,224,178,235,
资产减值损失(万元),,,1073,2842,1838,1016,570,1210,1141,725,372,778,670,438,532,263,408,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),4447,4290,60,266,308,97,23,-58,-11,9,,,50,,,0,,
对联营企业和合营企业的投资收益(万元),,,,32,,,,-58,-11,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),28358,20984,6892,25183,20596,15264,4817,22537,16592,10856,4055,22197,16596,5521,8691,16539,9335,
营业外收入(万元),667,417,391,671,415,221,148,1254,686,266,28,938,95,1103,230,302,334,
营业外支出(万元),52,52,88,57,43,24,12,13,7,0,0,8,2,1,19,254,276,
非流动资产处置损失(万元),,,,,,,,,0,0,,5,0,0,4,156,,
利润总额(万元),28973,21348,7195,25797,20968,15461,4953,23778,17270,11122,4083,23128,16689,6622,8902,16587,9394,
所得税费用(万元),4087,2828,1484,3899,3406,2477,808,3849,2738,1855,615,3526,2653,1011,1482,2447,1408,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),24885,18520,5711,21898,17562,12984,4146,19929,14532,9267,3468,19602,14036,5611,7421,14140,7986,
归属于母公司所有者的净利润(万元),24032,18073,5514,22299,17788,12940,4239,19984,14654,9554,3563,19630,13793,5547,7496,14157,7986,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,-450,,,14,,,
少数股东损益(万元),853,447,198,-401,-226,43,-93,-55,-122,-287,-94,-28,243,64,-75,-17,0,
基本每股收益,0.6,0.45,0.14,0.56,0.44,0.32,0.11,0.55,0.41,0.27,0.1,0.55,0.38,0.16,0.23,2.38,1.6,
稀释每股收益,0.6,0.45,0.14,0.56,0.44,0.32,0.11,0.55,0.41,0.27,0.1,0.55,0.38,0.16,0.23,2.38,1.6,
