报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),48799,30783,15132,56606,42341,26369,12879,47132,35753,22683,11268,41596,31682,20245,9812,37568,8682,36113,32755,27200,
营业收入(万元),48799,30783,15132,56606,42341,26369,12879,47132,35753,22683,11268,41596,31682,20245,9812,37568,8682,36113,32755,27200,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),44092,28156,13852,49980,37670,23910,11543,40896,31208,20056,10015,36455,28141,17970,8922,33045,8039,31414,28391,23042,
营业成本(万元),15208,9407,4556,14649,12099,7566,3562,11091,9538,5955,3012,10092,8609,5206,2631,9101,2270,9742,8723,7336,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),230,158,101,544,418,289,151,646,463,286,147,586,438,291,139,543,123,501,423,370,
销售费用(万元),23645,15491,7595,28845,21347,13739,6732,24966,18066,12002,5926,22410,16441,10723,5306,20226,4724,18409,16270,13142,
管理费用(万元),5013,3060,1473,5682,3730,2283,1019,4047,3082,1800,901,3039,2314,1509,729,2908,799,2592,2585,1808,
财务费用(万元),-5,41,26,95,105,68,38,35,0,-18,15,194,150,104,44,144,6,182,212,233,
资产减值损失(万元),,,101,165,-30,-34,40,110,59,30,14,135,189,137,73,125,116,-11,178,151,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),350,330,28,722,645,403,190,492,216,82,1,,,,,,,,95,148,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),0,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),5504,3305,1507,8064,5940,3472,1629,7061,4761,2710,1254,5141,3541,2275,890,4523,643,4699,4458,4306,
营业外收入(万元),38,22,19,33,8,7,3,110,334,150,22,149,76,26,21,370,1,59,98,35,
营业外支出(万元),84,52,16,73,-28,-27,0,69,36,4,2,6,2,1,0,20,2,25,51,25,
非流动资产处置损失(万元),,,,,,,,,3,3,1,3,2,1,0,12,0,7,7,23,
利润总额(万元),5458,3276,1510,8025,5977,3506,1632,7102,5059,2855,1274,5284,3614,2300,911,4873,642,4733,4505,4316,
所得税费用(万元),1477,870,369,2144,1604,923,457,1882,1287,714,340,1505,943,622,272,1344,196,1341,1217,1221,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),3981,2406,1141,5881,4373,2583,1176,5220,3772,2141,934,3778,2672,1677,639,3529,447,3391,3289,3095,
归属于母公司所有者的净利润(万元),4134,2514,1205,5932,4427,2600,1181,5220,3772,2141,934,3778,2672,1677,639,3529,447,3391,3289,3095,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-153,-108,-64,-51,-54,-17,-5,,,,,,,,,,,,,,
基本每股收益,0.34,0.21,0.14,0.69,0.51,0.3,0.14,0.65,0.48,0.29,0.15,0.59,0.42,0.26,0.1,0.55,0.07,0.53,0.51,0.51,
稀释每股收益,0.34,0.21,0.14,0.69,0.51,0.3,0.14,0.65,0.48,0.29,0.15,0.59,0.42,0.26,0.1,0.55,0.07,0.53,0.51,0.51,
