报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),154311,106685,29254,214056,106254,75857,21540,162428,88443,51810,162318,53049,150154,143400,111706,
营业收入(万元),154311,106685,29254,214056,106254,75857,21540,162428,88443,51810,162318,53049,150154,143400,111706,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),146850,99148,30627,199083,103108,71891,23603,147154,86509,54777,146390,53016,141973,138514,101618,
营业成本(万元),104691,72680,18998,143976,69795,50313,13634,100396,55770,33711,102212,35134,98952,103387,79743,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),17694,10171,3597,18413,10445,6160,2789,13496,8938,,13576,,10263,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),824,494,59,1457,648,503,286,1018,629,369,824,208,566,419,530,
销售费用(万元),5963,3984,1713,10848,5170,3343,1424,8175,4637,3083,8484,3153,7510,4572,4050,
管理费用(万元),15961,10698,5257,20694,14750,9427,4535,20285,13576,15549,18628,12973,19531,28344,17013,
财务费用(万元),1716,1120,597,2489,1888,1338,807,2891,2197,1530,1937,828,996,773,684,
资产减值损失(万元),,,407,1207,413,807,128,893,761,535,728,720,4154,1020,-401,
公允价值变动收益(万元),65,101,,,,,,,,,,,,,,
投资收益(万元),1727,2098,1079,4603,4294,2900,262,1952,1939,892,2229,1924,-199,-285,-659,
对联营企业和合营企业的投资收益(万元),1971,1628,866,3641,3409,2036,172,1051,1062,549,-148,-223,-274,-507,-681,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),9385,8371,-183,21519,8747,7112,-1621,21104,7805,-1454,18147,1957,7986,4601,9429,
营业外收入(万元),5,0,0,1,5,97,0,180,57,170,2183,541,847,877,978,
营业外支出(万元),11,3,1,659,245,233,215,41,16,32,326,131,95,16,45,
非流动资产处置损失(万元),,,,,,,,,,17,,9,,10,44,
利润总额(万元),9380,8368,-184,20862,8507,6976,-1835,21244,7846,-1316,20004,2367,8739,5461,10363,
所得税费用(万元),1343,1125,311,1125,936,956,71,2312,1020,273,2724,784,1181,1726,1300,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),8037,7243,-495,19736,7571,6020,-1906,18932,6826,-1589,17280,1584,7558,3735,9063,
归属于母公司所有者的净利润(万元),8957,8102,99,19562,8212,6726,-1509,18778,7210,-1329,17710,1829,7405,3637,9545,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),-920,-858,-593,174,-641,-706,-398,153,-383,-260,-430,-246,153,98,-482,
基本每股收益,0.22,0.2,0,0.53,0.23,0.19,-0.04,0.52,0.2,-0.04,0.49,0.05,0.21,,,
稀释每股收益,0.22,0.2,0,0.53,0.23,0.19,-0.04,0.52,0.2,-0.04,0.49,0.05,0.21,,,
