报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),107843,56342,29745,96608,65330,40296,18689,85194,62049,40339,19279,72405,50049,33638,14947,67895,73631,82557,75790,
营业收入(万元),107843,56342,29745,96608,65330,40296,18689,85194,62049,40339,19279,72405,50049,33638,14947,67895,73631,82557,75790,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),99389,51106,27699,89302,59398,36087,16750,73735,52262,34158,16139,59512,40806,27316,12313,56757,61062,68972,66773,
营业成本(万元),80423,42960,23139,70586,47052,28364,13123,58259,41751,27096,13378,46959,32120,21564,9958,45226,48579,56050,54457,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),3471,1556,859,3426,2284,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),695,278,174,814,397,283,149,683,484,321,200,595,238,225,114,497,486,541,516,
销售费用(万元),7084,2705,1398,6110,4236,2909,1262,6061,4155,2701,1153,5472,3833,2421,965,5018,5097,5647,4776,
管理费用(万元),7134,3551,1745,7279,4960,4054,1911,7356,5253,3500,1494,5805,3984,2626,1323,5794,5937,5590,5522,
财务费用(万元),583,56,286,-66,125,47,305,368,172,40,29,-250,-122,-88,-73,-80,547,772,471,
资产减值损失(万元),,,97,1153,344,430,1,1009,447,501,-115,930,754,569,26,302,415,373,1031,
公允价值变动收益(万元),54,151,,,,,,,,,,,,,,,3,,,
投资收益(万元),924,517,385,1784,1531,1161,668,984,596,30,7,30,26,23,11,-434,-2,8,,
对联营企业和合营企业的投资收益(万元),,-11,,-2,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),9260,5747,2598,9551,7816,5510,2707,12799,10382,6211,3148,12923,9270,6345,2645,10704,12570,13592,9017,
营业外收入(万元),131,94,37,219,232,133,12,282,558,327,149,622,521,223,164,584,686,693,474,
营业外支出(万元),100,46,47,95,70,45,5,41,89,88,31,65,59,45,14,193,136,232,201,
非流动资产处置损失(万元),,,,,,,,,88,88,,19,19,18,,20,36,113,19,
利润总额(万元),9291,5795,2588,9675,7978,5598,2714,13040,10851,6450,3265,13480,9732,6522,2794,11095,13120,14054,9290,
所得税费用(万元),1433,830,316,1346,1505,993,443,2067,1936,1069,521,2287,1617,1184,483,1687,2120,2338,1469,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),7857,4965,2272,8328,6474,4605,2271,10972,8915,5382,2744,11193,8115,5338,2311,9408,11000,11716,7821,
归属于母公司所有者的净利润(万元),7867,4937,2258,8340,6404,4560,2261,10918,8908,5368,2742,11190,8115,5338,2311,9408,11000,11716,7821,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-10,28,14,-12,69,45,10,55,7,13,2,3,,,,,,,,
基本每股收益,0.5,0.31,0.19,0.69,0.53,0.38,0.19,1.02,0.86,0.57,0.3,1.24,0.9,0.59,0.26,1.05,1.22,1.3,0.87,
稀释每股收益,0.5,0.31,0.19,0.69,0.53,0.38,0.19,1.02,0.86,0.57,0.3,1.24,0.9,0.59,0.26,1.05,1.22,1.3,0.87,
