报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),71004,49914,124591,97815,,128679,114600,110142,
营业收入(万元),71004,49914,124591,97815,67518,128679,114600,110142,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),48263,33044,89294,62613,,95249,85469,86701,
营业成本(万元),34120,23557,58960,44423,,62592,59293,57849,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),117,76,222,129,,151,117,82,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),638,414,1037,868,,1031,790,877,
销售费用(万元),12074,8222,26609,15125,,29177,23532,26645,
管理费用(万元),3170,1978,4661,3780,,3560,2835,1648,
财务费用(万元),-1856,-1203,-2194,-1712,,-1563,-1106,-584,
资产减值损失(万元),,,,,,301,9,184,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),27166,20749,40088,39745,26052,37713,31175,23441,
营业外收入(万元),278,226,342,221,,52,143,150,
营业外支出(万元),1101,1045,121,61,,105,161,350,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),26344,19930,40309,39905,26039,37660,31157,23242,
所得税费用(万元),6625,5044,9977,10125,,9561,8103,5791,
未确认投资损失(万元),,,,,,,,,
净利润(万元),19718,14886,30332,29780,19271,28099,23054,17451,
归属于母公司所有者的净利润(万元),19738,14900,30385,29836,19314,28143,23210,17451,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),-20,-14,-53,-56,,-44,-155,,
基本每股收益,0.54,,0.84,0.83,,0.78,1.13,3.49,
稀释每股收益,0.54,,0.84,0.83,,0.78,1.13,3.49,
