报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),21314,13738,8507,27626,20400,13108,8434,31087,22278,15078,8568,31531,22985,15603,9479,31148,22974,15541,9152,29211,26794,24985,22962,
营业收入(万元),21314,13738,8507,27626,20400,13108,8434,31087,22278,15078,8568,31531,22985,15603,9479,31148,22974,15541,9152,29211,26794,24985,22962,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),13500,8956,4807,18510,13206,8547,4778,19495,13884,9340,4744,18401,13256,9091,4825,17669,13154,9277,4852,17284,18602,19004,18362,
营业成本(万元),9581,6327,3650,12448,8937,5731,3568,12372,8651,5791,3201,10954,7905,5332,3132,10646,7911,5400,3065,10699,11977,13457,13990,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1276,870,464,1777,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),380,244,148,404,380,251,148,595,431,290,103,543,285,186,140,431,315,219,133,403,339,291,219,
销售费用(万元),2073,1400,690,2870,2041,1423,685,3225,2319,1617,711,3619,2697,1781,869,3349,2498,1968,907,3175,3247,2496,2502,
管理费用(万元),1162,766,389,1631,2393,1603,803,3539,2679,1864,951,3406,2495,1876,794,3246,2447,1718,734,3075,2981,2526,1941,
财务费用(万元),-972,-651,-536,-582,-546,-402,-385,-219,-185,-160,-125,-137,-92,-31,-18,-87,-61,-59,-4,-127,-3,247,-36,
资产减值损失(万元),,,2,-38,1,-59,-41,-18,-11,-61,-96,17,-35,-53,-92,84,44,32,16,58,60,-14,-254,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),285,228,44,793,546,294,190,385,309,188,85,71,34,24,,281,201,201,160,281,41,21,1012,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,460,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),8176,5111,3833,10104,7765,4868,3858,12251,8703,5926,3909,13201,9762,6536,4654,13760,10022,6465,4460,12208,8233,6003,5612,
营业外收入(万元),,,,0,5,5,,2,59,47,34,674,158,147,3,81,75,43,24,173,240,664,59,
营业外支出(万元),33,32,,19,,,,1,,,,22,18,13,9,42,23,16,9,86,28,87,23,
非流动资产处置损失(万元),,,,,,,,,,,,2,,,,10,,,,16,1,61,,
利润总额(万元),8143,5080,3833,10086,7770,4874,3858,12253,8762,5973,3944,13854,9902,6669,4648,13800,10073,6492,4475,12295,8445,6580,5648,
所得税费用(万元),1218,760,576,1286,1146,712,562,1637,1251,834,592,1958,1450,965,671,1922,1487,948,626,1730,1198,895,835,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),6925,4320,3257,8800,6624,4162,3295,10616,7511,5139,3351,11896,8452,5705,3978,11878,8587,5545,3849,10565,7247,5685,4813,
归属于母公司所有者的净利润(万元),6925,4320,3257,8800,6624,4162,3295,10616,7511,5139,3351,11896,8452,5705,3978,11878,8587,5545,3849,10565,7247,5684,4685,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,1,127,
基本每股收益,0.43,0.27,0.2,0.55,0.41,0.26,0.21,0.66,0.47,0.64,0.42,1.7,1.27,0.95,0.66,1.98,1.43,0.92,,1.76,1.21,0.95,,
稀释每股收益,0.43,0.27,0.2,0.55,0.41,0.26,0.21,0.66,0.47,0.64,0.42,1.7,1.27,0.95,0.66,1.98,1.43,0.92,,1.76,1.21,0.95,,
