报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),350147,217730,102885,331103,229149,137770,57310,224936,155085,95451,40416,167732,110645,92275,50351,18482,
营业收入(万元),350147,217730,102885,331103,229149,137770,57310,224936,155085,95451,40416,167732,110645,92275,50351,18482,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),298884,188726,89684,274966,188302,110876,44409,176191,119606,74101,31527,132359,89373,77226,43998,17540,
营业成本(万元),250679,159087,75614,225442,153118,88839,36362,141805,96525,60082,25649,109800,74708,59688,36048,12770,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),15303,9408,4418,14485,9608,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),1519,1004,627,1393,1070,794,222,1292,802,473,167,1071,431,397,90,45,
销售费用(万元),12770,7143,2957,11342,8554,5476,2277,9903,7072,4449,1929,7665,4989,4391,2555,1732,
管理费用(万元),11605,7506,3389,12257,8664,11583,5225,18388,12234,7665,3487,12741,8363,10905,4591,2447,
财务费用(万元),7009,4577,1755,4777,3360,1695,583,1864,1455,755,156,-125,67,334,112,-14,
资产减值损失(万元),,,923,5270,3929,2489,-259,2938,1518,678,139,1208,814,1510,602,560,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),735,502,234,5626,4926,434,299,299,422,157,-20,180,196,221,-347,85,
对联营企业和合营企业的投资收益(万元),-24,,,-974,-975,-613,-167,-273,49,4,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),54405,30272,15032,66987,48673,29777,14242,51580,36705,21607,8959,35553,21469,15271,6006,1026,
营业外收入(万元),313,252,200,124,2263,1570,1571,1695,1823,1660,540,5694,1605,545,72,114,
营业外支出(万元),61,51,39,358,126,103,60,93,55,49,47,148,134,38,32,17,
非流动资产处置损失(万元),,,,,,,,,,0,,,,,,,
利润总额(万元),54658,30473,15194,66754,50810,31245,15754,53182,38473,23217,9452,41099,22940,15778,6045,1124,
所得税费用(万元),7462,4026,2138,6682,7722,5353,2804,8006,6080,3637,1481,5729,3693,2527,1539,308,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),47196,26447,13056,60072,43088,25891,12950,45176,32393,19580,7971,35370,19247,13251,4507,816,
归属于母公司所有者的净利润(万元),45843,26380,12899,59426,42914,25706,12833,45087,32393,19580,7971,35370,19247,9929,2678,598,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),1353,67,157,646,175,185,117,90,,,,,,3321,1829,219,
基本每股收益,1.05,0.61,0.3,1.37,0.99,0.59,0.3,1.19,0.88,0.53,0.22,0.96,0.52,0.27,,,
稀释每股收益,1.05,0.61,0.3,1.37,0.99,0.59,0.3,1.19,0.88,0.53,0.22,0.96,0.52,0.27,,,
