报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),44275,32740,14073,55129,45994,35682,15328,51596,41872,31806,13613,43075,35006,26597,12623,45497,43198,23425,39766,31594,32344,
营业收入(万元),44275,32740,14073,55129,45994,35682,15328,51596,41872,31806,13613,43075,35006,26597,12623,45497,43198,23425,39766,31594,32344,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),38555,28129,13088,50404,41009,31224,13458,46129,35802,26367,10778,36509,29339,21925,10356,38540,38345,20046,34186,26981,29151,
营业成本(万元),31512,23448,10010,40081,33619,26212,10937,35395,28192,21414,8885,28242,23054,17628,8340,30441,29822,15985,28061,21900,25396,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),606,437,248,925,625,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),217,145,57,425,312,202,65,391,293,216,39,344,227,186,59,273,147,100,163,152,57,
销售费用(万元),4072,2645,1261,4821,3323,2178,968,4199,2977,2091,870,3883,2800,1932,853,3490,3786,1586,2734,2170,1451,
管理费用(万元),2888,1905,897,3860,2820,2360,1091,4443,3143,2077,922,3631,2663,1769,781,3748,3883,1883,2985,2934,1643,
财务费用(万元),-739,-452,206,-454,-498,-210,257,600,534,218,30,-479,-264,-208,50,-183,198,83,222,194,347,
资产减值损失(万元),,,410,746,808,481,139,1101,663,352,31,889,859,617,272,770,509,410,21,-370,256,
公允价值变动收益(万元),-73,58,211,-477,-572,-525,157,780,539,472,198,-336,67,-11,91,-154,-264,-291,173,20,-41,
投资收益(万元),-231,-58,-2,1010,678,885,270,322,-86,-242,-84,-258,-214,-133,-63,406,74,26,147,59,357,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),5582,4885,1634,5661,5568,5196,2646,7051,6523,5669,2949,5971,5520,4528,2295,7209,4663,3114,5899,4691,3510,
营业外收入(万元),136,27,107,310,208,19,11,91,368,303,298,328,275,255,207,286,377,222,228,208,484,
营业外支出(万元),6,3,0,37,2,1,1,34,23,10,0,138,124,43,22,185,153,50,91,106,136,
非流动资产处置损失(万元),,,,,,,,,2,2,,8,1,0,0,2,6,3,10,4,5,
利润总额(万元),5712,4908,1741,5934,5774,5214,2656,7108,6869,5961,3247,6162,5671,4740,2480,7310,4888,3285,6036,4793,3857,
所得税费用(万元),1465,1188,473,1815,1519,1329,675,2104,1683,1438,807,1413,1360,1078,571,1886,1381,849,1438,1309,876,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),4247,3720,1267,4119,4255,3885,1981,5005,5186,4523,2439,4749,4311,3662,1909,5424,3506,2436,4599,3484,2981,
归属于母公司所有者的净利润(万元),4247,3720,1267,4119,4255,3885,1981,5005,5186,4523,2439,4749,4311,3662,1909,5424,3506,2436,4599,3484,2949,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,31,
基本每股收益,0.64,0.56,0.19,0.62,0.64,0.58,0.3,0.8,0.85,0.78,0.44,0.95,0.86,0.73,0.38,1.08,0.7,0.49,0.92,0.95,0.98,
稀释每股收益,0.64,0.56,0.19,0.62,0.64,0.58,0.3,0.8,0.85,0.78,0.44,0.95,0.86,0.73,0.38,1.08,0.7,0.49,0.92,0.95,0.98,
