报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),37767,23696,14633,65318,44233,31427,12931,54493,25826,81351,69059,75128,
营业收入(万元),37767,23696,14633,65318,44233,31427,12931,54493,25826,81351,69059,75128,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),27614,17504,10040,44841,30040,21906,8585,35333,16903,47790,42558,50660,
营业成本(万元),23588,14779,8667,38587,26104,18931,7413,30400,14798,42985,34824,42215,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),895,587,308,1623,1041,699,305,1148,,843,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),384,267,102,987,639,481,89,1009,494,1110,573,890,
销售费用(万元),834,537,247,1014,606,413,210,839,358,1088,1030,907,
管理费用(万元),2160,1436,613,2305,1619,1070,517,2369,1641,2692,3568,3217,
财务费用(万元),-247,-102,-17,18,31,30,16,487,429,1335,1224,1681,
资产减值损失(万元),,,121,309,,281,35,-918,-817,-2264,1340,1749,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),1009,243,171,799,532,386,212,196,4,7,,13,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),11444,6969,4762,22875,14468,9914,4556,21293,10760,33488,26501,24481,
营业外收入(万元),1,1,1,7,23,22,7,36,31,98,4666,182,
营业外支出(万元),40,40,,2,1,1,0,36,36,33,1,91,
非流动资产处置损失(万元),,,,,,,,,24,,0,89,
利润总额(万元),11405,6929,4763,22880,14491,9936,4562,21294,10755,33553,31166,24572,
所得税费用(万元),164,1039,714,3339,2174,1445,691,3227,1867,5798,4807,4385,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),11241,5890,4048,19542,12317,8491,3871,18067,8888,27756,26358,20187,
归属于母公司所有者的净利润(万元),11241,5890,4048,19542,12317,8491,3871,18067,8888,27756,26358,20187,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,
基本每股收益,0.29,0.15,0.11,0.54,0.34,0.24,0.11,0.55,0.3,,,,
稀释每股收益,0.29,0.15,0.11,0.54,0.34,0.24,0.11,0.55,0.3,,,,
