报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),15931,11502,5535,21260,12020,9968,3039,16906,7183,15042,7854,13624,6029,2109,
营业收入(万元),15931,11502,5535,21260,12020,9968,3039,16906,7183,15042,7854,13624,6029,2109,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),7604,5571,2848,11389,7475,5289,2438,8365,4190,9160,5068,9696,6682,4019,
营业成本(万元),3121,2316,985,4335,2754,2207,736,3765,1847,4823,2743,4680,2999,1652,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),1244,906,332,2468,1835,1259,787,1721,,1276,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),142,94,47,129,64,44,21,109,65,173,103,125,,,
销售费用(万元),283,200,98,293,224,165,79,167,64,135,54,309,161,112,
管理费用(万元),2748,1980,1131,3998,2542,1611,703,2590,2166,2352,2130,3989,3177,1841,
财务费用(万元),66,75,41,220,55,3,1,-18,-11,60,72,300,233,266,
资产减值损失(万元),,,213,-54,,,110,30,59,341,-34,293,113,148,
公允价值变动收益(万元),8,,,,,,,,,,,,,,
投资收益(万元),7,4,,37,37,37,28,7,3,63,33,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),8200,6266,2824,13712,5558,5421,1236,12828,4769,5950,2819,3928,-652,-1909,
营业外收入(万元),523,7,7,336,22,21,4,448,64,838,346,756,1924,1233,
营业外支出(万元),1,,,13,13,10,10,0,0,12,10,,,1,
非流动资产处置损失(万元),,,,,,,,,0,,10,,,,
利润总额(万元),8722,6272,2830,14034,5567,5432,1229,13276,4832,6776,3155,4684,1271,-678,
所得税费用(万元),1288,1007,393,1984,1029,995,252,2236,846,1091,528,4,,,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),7433,5265,2437,12050,4538,4437,977,11040,3986,5684,2627,4680,1271,-678,
归属于母公司所有者的净利润(万元),7433,5265,2437,12050,4538,4437,977,11040,3986,5684,2627,4680,1271,-678,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,
基本每股收益,0.2,0.14,0.07,0.33,0.13,0.12,0.03,0.31,0.11,0.16,0.07,0.17,0.06,-0.03,
稀释每股收益,0.2,0.14,0.07,0.33,0.13,0.12,0.03,0.31,0.11,0.16,0.07,0.17,0.06,-0.03,
