报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),45739,32268,13975,64183,42142,27499,10207,48983,26954,17301,4989,29268,17241,13426,1081,18076,16401,7297,15570,13022,10096,
营业收入(万元),45739,32268,13975,64183,42142,27499,10207,48983,26954,17301,4989,29268,17241,13426,1081,18076,16401,7297,15570,13022,10096,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),41410,29132,13861,61110,39486,26117,10135,46282,24862,15794,5151,25873,15516,11682,1900,16995,13919,5989,12752,10500,8482,
营业成本(万元),32008,22957,10854,47535,30499,19911,7479,36630,17975,11403,3538,19424,11057,8575,782,11687,9686,4224,9361,7639,6777,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2047,1338,532,3391,2472,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),335,210,95,545,423,362,92,520,330,184,50,284,128,101,7,172,143,61,118,67,54,
销售费用(万元),2110,1380,482,3084,2088,1419,649,2222,1641,917,399,1362,964,655,274,1196,951,446,810,719,478,
管理费用(万元),3507,2282,1014,3987,2816,3598,1679,4683,3307,2414,994,3208,2368,1504,668,2856,2639,1106,2006,1872,1082,
财务费用(万元),1403,964,595,997,644,398,170,561,426,299,149,630,493,356,168,591,396,199,352,106,77,
资产减值损失(万元),,,7,1571,545,429,66,1664,1184,577,21,965,507,491,,493,104,-47,105,98,14,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),4475,3296,410,5440,4351,2858,285,4460,2842,1507,-162,3395,1724,1744,-819,1082,2481,1308,2817,2522,1614,
营业外收入(万元),39,23,10,66,444,421,213,1198,1603,912,558,1756,1206,671,51,1644,839,429,460,24,161,
营业外支出(万元),1,1,1,23,11,8,8,2,2,2,1,10,10,10,10,1,1,0,0,2,2,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,0,0,,,1,
利润总额(万元),4513,3318,419,5483,4785,3271,490,5657,4443,2417,395,5140,2920,2405,-778,2725,3319,1737,3277,2544,1773,
所得税费用(万元),736,479,15,858,835,555,99,906,495,269,31,829,847,570,,330,618,245,488,357,278,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),3777,2839,403,4625,3950,2717,391,4750,3948,2148,364,4312,2073,1835,-778,2394,2701,1492,2790,2187,1495,
归属于母公司所有者的净利润(万元),3793,2853,412,4636,3967,2725,394,4746,3954,2148,364,4312,2073,1835,-778,2394,2701,1492,2790,2187,1495,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-16,-14,-9,-12,-17,-8,-3,4,-6,,,,,,,,,,,,,
基本每股收益,0.51,0.38,0.06,0.62,0.53,0.36,0.05,0.66,0.56,0.31,0.06,0.77,0.37,0.33,-0.14,0.43,0.48,0.27,0.54,,,
稀释每股收益,0.51,0.38,0.06,0.62,0.53,0.36,0.05,0.66,0.56,0.31,0.06,0.77,0.37,0.33,-0.14,0.43,0.48,0.27,0.54,,,
