报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),116954,78026,35886,128934,98324,61591,26225,91243,63301,37800,80634,41953,23246,83403,40642,63119,60250,
营业收入(万元),116954,78026,35886,128934,98324,61591,26225,91243,63301,37800,80634,41953,23246,83403,40642,63119,60250,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),105043,71422,33184,117380,88718,56419,24269,80327,55253,33098,74449,36168,20911,75003,35920,62263,59484,
营业成本(万元),93108,63332,28792,99668,76520,48694,20525,64905,44235,26618,60977,31891,18669,63212,30209,52772,49417,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),3923,2553,1285,5570,4145,2682,1149,6824,5112,,4646,,,3775,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),337,151,75,692,608,401,191,558,334,257,473,141,127,344,185,75,429,
销售费用(万元),1734,1095,484,2491,1484,958,421,1577,1081,612,1282,499,203,1353,563,1162,1000,
管理费用(万元),3615,2451,1344,5284,3250,2123,999,3847,2513,4532,7576,3409,1431,3718,3172,5380,6300,
财务费用(万元),2326,1841,972,3050,2104,1259,756,2031,1678,751,1375,793,481,2627,1430,2723,2256,
资产减值损失(万元),,,232,625,608,302,228,584,298,327,-1879,-565,,-26,361,150,82,
公允价值变动收益(万元),-219,-27,12,74,,,,,,,,,,,,,,
投资收益(万元),-45,-10,-40,-292,-206,-144,-41,-177,-89,-64,-175,-93,,-197,-81,-75,-70,
对联营企业和合营企业的投资收益(万元),-54,-17,-40,-292,-206,-144,-41,-177,-89,-64,-175,,,-197,,-75,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),11997,6841,3142,16010,13346,5965,2685,15500,11123,7437,5975,5691,2335,8208,4640,781,696,
营业外收入(万元),154,24,9,1,31,24,8,261,254,252,2608,1597,1230,3957,1825,4862,2316,
营业外支出(万元),125,104,34,92,73,3,3,35,6,19,9,49,15,73,69,44,52,
非流动资产处置损失(万元),,,,,,,,,,19,,40,,,0,27,2,
利润总额(万元),12026,6761,3116,15918,13303,5986,2689,15726,11372,7670,8574,7240,3550,12092,6397,5599,2960,
所得税费用(万元),1407,878,495,1266,1954,856,289,1823,1532,968,1692,923,532,1840,974,961,576,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),10619,5884,2622,14652,11349,5130,2400,13903,9840,6702,6882,6317,3019,10253,5423,4637,2384,
归属于母公司所有者的净利润(万元),10647,5890,2636,14720,11457,5218,2426,13936,9853,6707,6876,6331,3032,10330,5461,4825,2657,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,-78,,-627,,
少数股东损益(万元),-28,-7,-14,-67,-108,-88,-26,-33,-13,-5,6,-14,-13,,-38,-188,-273,
基本每股收益,0.26,0.14,0.06,0.39,0.31,0.14,0.07,0.37,0.27,0.18,0.2,0.37,0.18,0.34,0.36,0.43,0.24,
稀释每股收益,0.26,0.14,0.06,0.39,0.31,0.14,0.07,0.37,0.27,0.18,0.2,0.37,0.18,0.34,0.36,0.43,0.24,
