报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),244137,153655,67379,235059,165772,102408,44939,183144,133196,81748,33157,160033,116585,75923,32238,188050,144512,66975,108564,88886,106647,
营业收入(万元),244137,153655,67379,235059,165772,102408,44939,183144,133196,81748,33157,160033,116585,75923,32238,188050,144512,66975,108564,88886,106647,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),206107,130062,58305,205926,144948,90321,40225,159449,113737,68404,27487,121030,87056,56587,24750,138945,117220,56000,93562,79608,94100,
营业成本(万元),184831,116930,52197,184774,130329,80740,35760,138694,100372,59994,24335,103320,73214,46774,19928,117435,98675,46976,79393,67274,82333,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),9493,5673,2323,9370,6729,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),922,561,145,1544,995,744,190,1319,864,646,109,1562,915,626,348,1166,936,441,555,470,255,
销售费用(万元),3597,2333,1025,4038,3058,2032,935,3798,2822,1646,731,3238,2155,1537,718,2931,3095,1356,2130,1597,1555,
管理费用(万元),8172,5033,2427,6479,4667,7360,3352,13169,9577,5803,2618,12371,9734,6342,3075,12208,10383,4551,8657,7834,8761,
财务费用(万元),-908,-469,-135,-598,-496,-268,69,56,22,15,86,1104,927,687,357,2191,2915,1330,2620,1810,1045,
资产减值损失(万元),,,323,319,-335,-286,-81,2414,81,300,-392,-565,110,620,324,3014,1215,1346,207,622,150,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),782,533,342,1763,1195,601,388,1401,772,67,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),39585,24559,9731,32411,22811,13312,5478,26118,20231,13410,5671,39004,29530,19336,7488,49105,27292,10975,15002,9278,12547,
营业外收入(万元),130,97,56,352,431,308,161,692,1704,1436,975,1630,1083,686,191,1180,1889,643,1501,1055,675,
营业外支出(万元),351,219,187,721,207,31,24,609,303,171,10,566,392,257,143,583,783,499,292,200,363,
非流动资产处置损失(万元),,,,,,,,,228,142,0,237,186,123,75,75,270,186,43,61,61,
利润总额(万元),39364,24436,9601,32041,23036,13589,5615,26201,21632,14675,6636,40068,30220,19765,7536,49702,28399,11120,16211,10133,12859,
所得税费用(万元),4910,2967,1301,3986,3123,1777,739,3542,3382,2358,1023,6169,5991,4118,1489,7345,4081,1691,2258,1413,1906,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),34454,21469,8300,28055,19913,11812,4877,22659,18250,12317,5612,33898,24230,15647,6047,42357,24318,9429,13953,8720,10952,
归属于母公司所有者的净利润(万元),34454,21469,8300,28055,19913,11812,4877,22659,18250,12317,5612,33898,24230,15647,6047,42357,24318,9429,13953,8720,10952,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.65,0.41,0.2,0.7,0.5,0.29,0.12,0.57,0.46,0.31,0.14,0.94,0.67,0.43,0.17,1.18,0.68,0.33,0.39,0.3,0.38,
稀释每股收益,0.65,0.41,0.2,0.7,0.5,0.29,0.12,0.57,0.46,0.31,0.14,0.94,0.67,0.43,0.17,1.18,0.68,0.33,0.39,0.3,0.38,
