报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),333011,215418,103501,450929,331511,207394,100218,446220,361638,346635,355179,360912,
营业收入(万元),333011,215418,103501,450929,331511,207394,100218,446220,361638,346635,355179,360912,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),317011,205363,99291,429799,314764,195890,95876,424679,339481,326994,341998,347288,
营业成本(万元),307702,199024,95940,417186,305749,189780,92035,409912,328779,316389,329462,335604,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),210,139,71,292,216,145,69,,,,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),564,381,178,783,590,386,175,797,648,219,745,1176,
销售费用(万元),5505,3465,1596,7114,5072,3308,1630,6993,6162,5897,5573,4907,
管理费用(万元),3497,2388,1026,4559,3383,2199,1095,4719,4806,4242,5528,3803,
财务费用(万元),-468,-34,301,-80,-247,73,766,1257,-277,-354,118,463,
资产减值损失(万元),,,179,-55,,,106,1002,-637,601,571,1335,
公允价值变动收益(万元),1174,354,,,,,,,,,,,
投资收益(万元),2200,1469,642,4092,3174,1947,787,3117,1566,532,497,380,
对联营企业和合营企业的投资收益(万元),2200,1469,642,4092,3174,1947,787,3117,1561,516,491,344,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),19280,11520,4852,25298,19925,13455,5121,24736,23793,20173,13678,14004,
营业外收入(万元),1913,1418,49,985,351,186,12,1512,1539,2325,707,352,
营业外支出(万元),30,6,1,24,15,8,4,131,94,80,158,37,
非流动资产处置损失(万元),,,,,,,,,,0,44,1,
利润总额(万元),21163,12931,4900,26259,20261,13633,5129,26118,25238,22417,14227,14320,
所得税费用(万元),4235,2318,1028,5396,4461,3091,1087,6233,6350,5492,4188,3472,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),16929,10613,3872,20864,15799,10542,4042,19885,18888,16925,10039,10848,
归属于母公司所有者的净利润(万元),14829,9372,3319,19073,14342,9540,3645,18862,18095,16184,9364,10105,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),2099,1242,553,1790,1457,1003,397,1023,793,741,675,743,
基本每股收益,0.63,0.42,0.17,0.95,0.72,0.48,0.18,0.94,0.9,0.81,,,
稀释每股收益,0.63,0.42,0.17,0.95,0.72,0.48,0.18,0.94,0.9,0.81,,,
