报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),3440284,2257364,3902248,2751301,1859606,3426415,1794878,3365334,2513039,1723486,
营业收入(万元),,,,,,,,,,,
利息收入(万元),5879889,3874974,,5457613,,6258229,3007079,5467646,4742981,3375989,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),400508,285050,,353519,,841632,523847,766611,419381,269131,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,20989,,,,49823,14932,21423,11181,1428,
营业总成本(万元),2149412,1382950,,1568196,,2055739,1063844,2026178,1574997,1052811,
营业成本(万元),,,,,,,,,,,
利息支出(万元),3411095,2279921,,3501687,,3819118,1768617,2944791,2684406,2056365,
手续费及佣金支出(万元),40448,28357,,40126,,40292,14872,19102,9286,7012,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),,,,,,,,,,,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),4957,,,2163,,,,,,,
营业税金及附加(万元),41356,,,33059,,,,,,110136,
销售费用(万元),888298,606437,,821923,,1118316,543136,998377,825729,489551,
管理费用(万元),,,,,,,,,,,
财务费用(万元),,,,,,,,,,,
资产减值损失(万元),,,,,,937423,520708,1027801,749269,453123,
公允价值变动收益(万元),-145228,,,146460,,,,,,-3652,
投资收益(万元),732781,76036,,315963,,90539,54729,72534,32979,130690,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),-2667,,,-14909,,,,,,13275,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),1290872,874414,1385050,1183105,794572,1370676,731034,1339156,938041,670676,
营业外收入(万元),4480,,,3046,,,,,,11695,
营业外支出(万元),3938,,,2674,,,,,,3147,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),1291414,874414,1385050,1183478,794572,1370676,731034,1339156,938041,679223,
所得税费用(万元),150598,112011,,193934,,273389,170813,323841,232972,169673,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),1140815,762403,1156034,989544,650906,1097287,560222,1015315,705069,509550,
归属于母公司所有者的净利润(万元),1123889,752800,1149042,985814,648583,1094975,561341,1015315,705069,509550,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),16926,9602,,3730,,2312,-1119,,,,
基本每股收益,,0.36,,,,0.57,0.31,0.59,0.54,,
稀释每股收益,,0.36,,,,0.57,0.31,0.59,0.54,,
