报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),72969,41954,88443,64694,41303,65310,48373,33976,
营业收入(万元),72969,41954,88443,64694,41303,65310,48373,33976,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),58989,34130,69929,50618,31882,53767,41643,31072,
营业成本(万元),51764,29899,59653,42791,27119,45169,34572,23833,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),2941,1600,3108,2087,1375,2358,1815,1976,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),114,69,425,316,235,328,257,241,
销售费用(万元),1482,1007,3254,2480,1354,2143,1692,1521,
管理费用(万元),2412,1388,3308,2695,1657,2657,2557,2689,
财务费用(万元),274,168,180,249,143,301,296,418,
资产减值损失(万元),,,,,,811,454,395,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),63,1,2,1,1,11,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),13729,7800,18649,13996,9360,12505,7261,2914,
营业外收入(万元),430,200,264,225,223,370,55,682,
营业外支出(万元),106,16,101,75,60,236,114,32,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),14053,7984,18812,14146,9523,12639,7201,3564,
所得税费用(万元),1866,1038,2621,2060,1315,1737,1343,637,
未确认投资损失(万元),,,,,,,,,
净利润(万元),12187,6946,16191,12086,8207,10902,5858,2926,
归属于母公司所有者的净利润(万元),12187,6946,16191,12086,8207,10902,5858,2926,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,,,,,,,,
基本每股收益,1.45,0.86,2,1.49,1.01,1.35,0.72,0.43,
稀释每股收益,1.45,0.86,2,1.49,1.01,1.35,0.72,0.43,
