报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),270799,147939,67886,331177,149131,125999,16681,325720,115516,313395,387737,219055,
营业收入(万元),270799,147939,67886,331177,149131,125999,16681,325720,115516,313395,387737,219055,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),268339,148370,67856,326054,157579,126124,22213,321014,115972,306084,374348,219929,
营业成本(万元),230089,125326,56618,268064,119595,100231,13554,262390,93584,253235,330910,190412,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),9362,5664,2725,12740,9176,6472,3045,13250,,12050,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),1686,1541,114,2115,1711,1564,469,1772,647,872,336,229,
销售费用(万元),25080,14578,7684,35692,21195,13835,3823,33163,12488,34718,30301,17927,
管理费用(万元),2493,1690,953,4999,3657,2440,1041,5123,8115,4555,12919,6025,
财务费用(万元),-371,-429,-15,1931,2246,1581,452,4456,991,138,-1394,5381,
资产减值损失(万元),,,-224,513,,,-170,860,146,517,1276,-45,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),661,406,,2209,1833,1221,245,866,501,1164,1217,364,
对联营企业和合营企业的投资收益(万元),661,406,,582,605,404,,627,276,703,570,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),3802,1210,1222,12188,-6215,836,-4896,9966,1322,8476,14606,-511,
营业外收入(万元),19,17,4,265,15,8,2,493,511,3061,691,2668,
营业外支出(万元),14,11,2,18,14,9,4,199,7,80,90,89,
非流动资产处置损失(万元),,,,,,,,,,,5,33,
利润总额(万元),3807,1216,1224,12435,-6214,835,-4899,10259,1826,11456,15207,2068,
所得税费用(万元),727,15,313,404,-97,-97,,840,-67,1062,1817,240,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),3080,1201,910,12030,-6117,932,-4899,9419,1893,10394,13390,1827,
归属于母公司所有者的净利润(万元),3082,1203,912,12037,-6111,936,-4897,9432,1902,10419,13407,1827,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),-2,-2,-1,-7,-5,-4,-2,-13,-9,-25,-17,,
基本每股收益,0.12,0.05,0.04,0.55,-0.28,0.04,-0.22,0.43,0.09,0.47,0.61,0.08,
稀释每股收益,0.12,0.05,0.04,0.55,-0.28,0.04,-0.22,0.43,0.09,0.47,0.61,0.08,
