报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),36003,24181,60195,47114,32153,65002,26740,19132,9069,16953,8692,17991,21181,
营业收入(万元),36003,24181,60195,47114,32153,65002,26740,19132,9069,16953,8692,17991,21181,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,0,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),22757,14167,35197,26626,18623,40253,19327,15580,7503,13613,6638,13659,20169,
营业成本(万元),19671,12602,30400,23706,16374,34388,15549,12539,6000,11021,5552,10841,17006,
利息支出(万元),,,,,,,,,0,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),1187,679,2512,1621,851,2004,918,,,,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),264,209,626,510,353,680,347,265,77,82,62,81,31,
销售费用(万元),705,466,908,601,395,752,660,519,191,483,212,419,328,
管理费用(万元),1506,1069,1802,1313,830,3431,932,1876,1025,2062,1008,1687,1716,
财务费用(万元),-575,-858,-1051,-1125,-181,-1124,596,3,12,194,196,453,694,
资产减值损失(万元),,,,,,121,324,378,198,-230,-392,178,394,
公允价值变动收益(万元),,,,,,,,,0,,,,,
投资收益(万元),,,,,,,44,50,0,7,5,39,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,0,,,,,
汇兑收益(万元),,,,,,,,,0,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),13353,10039,25171,20577,13564,24871,7567,3602,1566,3347,2059,4371,1012,
营业外收入(万元),985,22,142,153,43,115,197,365,257,121,76,402,125,
营业外支出(万元),108,103,65,29,19,14,15,10,1,34,12,7,10,
非流动资产处置损失(万元),,,,,,,,,0,12,12,,,
利润总额(万元),14230,9959,25248,20700,13587,24972,7748,3957,1822,3434,2123,4766,1126,
所得税费用(万元),2007,1420,3306,3104,1926,3857,1125,570,278,502,337,512,165,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),12223,8538,21942,17597,11662,21115,6623,3387,1544,2932,1786,4254,961,
归属于母公司所有者的净利润(万元),12223,8538,21942,17597,11662,21115,6623,3387,1544,2932,1786,4254,961,
被合并方在合并前实现净利润(万元),,,,,,,,,0,,,,,
少数股东损益(万元),,,,,,,,,0,,,,,
基本每股收益,1.01,0.73,1.88,1.51,1,1.94,0.61,0.32,0.15,0.28,0.17,0.4,0.11,
稀释每股收益,1.01,0.73,1.88,1.51,1,1.94,0.61,0.32,0.15,0.28,0.17,0.4,0.11,
