报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),76123,54357,19275,102216,69594,48772,18364,59058,38973,34623,14812,43615,54449,59838,
营业收入(万元),76123,54357,19275,102216,69594,48772,18364,59058,38973,34623,14812,43615,54449,59838,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),57247,39583,14509,76902,52136,37317,13797,39877,25030,18294,7649,27004,37986,48544,
营业成本(万元),3986,2753,944,5005,3492,2487,988,4497,3280,3818,1592,4122,3558,2979,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),8109,5182,1823,8025,3005,1646,753,3217,2178,3839,,3873,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),1184,891,374,1724,1261,912,365,1122,717,611,218,675,852,967,
销售费用(万元),45624,31950,12323,60290,42866,30511,10955,29131,17402,7698,2721,13378,27058,38264,
管理费用(万元),3024,1966,849,4556,2973,1852,1010,2827,1940,2408,2979,5102,6576,6407,
财务费用(万元),-4681,-3160,-1590,-3511,-1874,-757,-519,-1121,-726,-166,148,-130,-37,-31,
资产减值损失(万元),,,-212,815,414,665,245,204,238,86,-9,-16,-21,-43,
公允价值变动收益(万元),,,,,,,,,,,,,,,
投资收益(万元),859,858,-0,928,12,12,8,35655,35651,4456,2110,3764,2577,577,
对联营企业和合营企业的投资收益(万元),1,1,-0,,,,,397,397,2759,1349,2505,2136,364,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),22713,16752,5547,30004,17939,11674,4677,55691,50347,20784,9272,20375,19039,11872,
营业外收入(万元),0,0,0,29,25,20,,1889,422,1090,255,2245,1372,1724,
营业外支出(万元),31,7,4,12,8,1,1,49,34,57,21,378,460,45,
非流动资产处置损失(万元),,,,,,,,,,,20,,368,40,
利润总额(万元),22682,16745,5544,30021,17957,11694,4676,57531,50735,21818,9507,22242,19951,13551,
所得税费用(万元),2312,1805,626,3628,2263,1643,649,9649,8673,2652,1714,2717,2365,1657,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),20370,14940,4917,26393,15694,10050,4027,47882,42062,19165,7793,19525,17586,11895,
归属于母公司所有者的净利润(万元),20370,14940,4917,26393,15694,10050,4027,47882,42062,19165,7793,19525,17590,11844,
被合并方在合并前实现净利润(万元),,,,,,,,-0,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,-3,51,
基本每股收益,1.27,0.93,0.31,1.98,1.26,0.84,0.34,3.99,3.51,1.6,0.65,1.63,1.47,0.99,
稀释每股收益,1.27,0.93,0.31,1.98,1.26,0.84,0.34,3.99,3.51,1.6,0.65,1.63,1.47,0.99,
