报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),894316,599978,313904,1174148,861878,573887,297178,1014623,478503,868419,412192,736924,526748,690307,652626,574050,
营业收入(万元),894316,599978,313904,1174148,861878,573887,297178,1014623,478503,868419,412192,736924,526748,690307,652626,574050,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),618212,415137,227571,855263,596500,387952,212396,743463,328464,673447,302520,580156,396003,555206,523958,478374,
营业成本(万元),588754,392072,210150,811550,575338,377073,196497,681610,307923,605276,274261,529429,363549,489506,431088,385144,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),1384,1300,28,3973,1318,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),7687,5232,2753,11770,8881,5998,2924,10607,5373,11042,4117,7541,5232,6490,16377,21534,
销售费用(万元),1408,962,391,2104,1116,759,418,1611,782,1651,793,1861,1364,2544,2741,2365,
管理费用(万元),37508,26180,13853,48156,31381,21267,10794,50609,21316,63460,27081,42801,31981,52646,70804,70602,
财务费用(万元),-18529,-10608,-1453,-17983,-21534,-14776,113,-14903,-7597,-12499,-5620,-10204,-9077,3716,3051,-1002,
资产减值损失(万元),,,,,,,1651,13928,666,4516,1889,8728,2954,305,-102,-269,
公允价值变动收益(万元),314,266,,501,18,166,,,,,,,,,,,
投资收益(万元),110445,77480,39013,145544,105072,68738,38286,117149,52977,80394,39880,84313,68991,61857,51434,56172,
对联营企业和合营企业的投资收益(万元),107290,71429,37903,128792,99660,66127,33611,111655,51105,79312,39863,67459,53142,61193,51326,56123,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),395482,268107,129777,472401,380167,259248,123166,396092,203015,276284,149552,241724,199736,196957,180102,151849,
营业外收入(万元),2686,1074,588,4307,2135,969,124,3119,3477,10310,5920,3327,3322,5507,14499,4654,
营业外支出(万元),989,249,14,1060,2067,1963,9,132,190,133,15,32,308,726,605,1680,
非流动资产处置损失(万元),,,,,,,,,148,,11,,204,471,10,978,
利润总额(万元),397180,268932,130351,475649,380235,258254,123281,399079,206303,286461,155458,245020,202751,201738,193996,154822,
所得税费用(万元),75371,51133,23572,91296,74613,52265,23741,75043,41039,56552,30176,47106,39647,39550,41816,28028,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),321808,217799,106779,384353,305622,205988,99540,324036,165263,229909,125282,197914,163104,162188,152180,126794,
归属于母公司所有者的净利润(万元),294509,200802,97834,359349,284462,190792,93315,304296,155047,218615,120034,191192,157665,158637,150050,124733,
被合并方在合并前实现净利润(万元),,,,,,,,,,86,86,733,20,-2806,8,,
少数股东损益(万元),27299,16997,8945,25004,21160,15196,6225,19740,10217,11294,5248,6722,5438,3551,2130,2062,
基本每股收益,0.46,0.31,0.15,0.6,0.47,0.32,0.15,0.55,0.31,0.46,0.25,0.4,,,,,
稀释每股收益,0.46,0.31,0.15,0.6,0.47,0.32,0.15,0.55,0.31,0.46,0.25,0.4,,,,,
