报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),70936,37792,16124,104178,65075,38489,19397,93851,58191,33348,16699,88982,48718,27274,83703,98117,100217,89068,
营业收入(万元),70936,37792,16124,104178,65075,38489,19397,93851,58191,33348,16699,88982,48718,27274,83703,98117,100217,89068,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),76095,43546,18604,99456,63007,37283,19131,86777,55333,31652,15949,83465,52414,31702,78336,90193,91564,79041,
营业成本(万元),60178,32889,13949,80610,49246,28845,14870,68753,41901,23939,12192,63770,37923,21350,57181,70247,74311,63939,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),1452,1093,542,2138,1879,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),836,431,222,1354,922,560,344,1470,966,545,280,1467,878,541,818,718,779,795,
销售费用(万元),5183,3550,1532,5969,3973,2530,1236,5582,3709,2307,1112,6800,5349,4142,7857,5787,5505,6849,
管理费用(万元),7123,4598,2299,7807,5884,4805,2432,9010,7242,3792,1864,8798,6506,4531,9648,9767,8792,5670,
财务费用(万元),1323,985,463,1215,1051,518,274,1675,1316,984,532,2317,1708,1148,2939,3473,2016,1730,
资产减值损失(万元),,,-403,363,52,25,-26,287,200,84,-31,312,49,-9,-107,200,162,58,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),13,1,0,8,7,9,2,31,-17,-8,-7,-17,-10,-7,-6,-30,,,
对联营企业和合营企业的投资收益(万元),1,-8,-1,-9,-6,-2,2,-14,-17,-8,-7,-19,-8,-8,-6,-30,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),-4612,-5344,-2418,5053,2449,1415,328,7607,2841,1689,800,5499,-3706,-4435,5362,7893,8654,10027,
营业外收入(万元),35,45,5,431,201,186,25,586,891,650,193,376,545,184,657,678,558,44,
营业外支出(万元),182,128,24,154,53,45,34,122,70,41,0,73,72,55,67,247,268,100,
非流动资产处置损失(万元),,,,,,,,,9,1,,20,20,6,17,47,121,12,
利润总额(万元),-4759,-5427,-2437,5329,2597,1555,319,8070,3662,2298,993,5802,-3233,-4306,5952,8325,8943,9971,
所得税费用(万元),-647,-783,67,810,594,457,115,2068,657,630,269,1589,-759,-969,1694,2240,2333,2735,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),-4112,-4644,-2504,4519,2003,1099,203,6003,3005,1669,724,4212,-2474,-3337,4258,6084,6610,7236,
归属于母公司所有者的净利润(万元),-4034,-4639,-2500,4546,2023,1113,209,6038,3005,1669,724,4212,-2474,-3338,4258,6084,6610,7236,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-78,-5,-4,-27,-21,-14,-6,-35,,,,0,0,0,-1,-0,,,
基本每股收益,-0.24,-0.28,-0.15,0.27,0.12,0.07,0.02,0.58,0.3,0.19,0.08,0.47,-0.27,-0.37,0.47,0.68,0.73,0.8,
稀释每股收益,-0.24,-0.28,-0.15,0.27,0.12,0.07,0.02,0.58,0.3,0.19,0.08,0.47,-0.27,-0.37,0.47,0.68,0.73,0.8,
