报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),75174,47788,23869,110095,86366,57333,27625,98972,49403,82716,39325,75172,39246,87971,97843,92616,
营业收入(万元),75174,47788,23869,110095,86366,57333,27625,98972,49403,82716,39325,75172,39246,87971,97843,92616,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),58447,36831,18589,89830,69710,45390,22322,77464,37466,68917,31335,63367,31161,74303,84401,76574,
营业成本(万元),47688,30120,15124,73748,57376,37423,18076,62900,31431,55428,25769,50802,26715,62104,70414,63149,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),268,223,168,342,266,170,78,341,,278,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),791,562,220,1308,1008,686,250,1016,501,867,352,621,354,729,820,863,
销售费用(万元),7574,4792,2271,10561,8544,5619,3109,9081,3822,8582,3447,8025,2483,7332,8966,8929,
管理费用(万元),3003,1807,1037,4917,3197,1991,975,4720,1950,4069,1942,4090,1646,4341,4422,3584,
财务费用(万元),-877,-673,-247,-1052,-680,-499,-166,-538,-216,-353,-171,-172,-64,-233,-233,4,
资产减值损失(万元),,,17,5,,,,-55,-21,46,-4,3,27,30,13,45,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),811,24,6,195,122,72,12,16,-48,245,105,444,194,150,25,8,
对联营企业和合营企业的投资收益(万元),1,-17,,5,-6,-9,,-148,-127,61,8,71,62,150,25,4,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),17579,11019,5296,20498,16797,12026,5315,21476,11933,13996,8095,12248,8279,13819,13467,16051,
营业外收入(万元),247,153,52,730,271,157,34,1061,614,562,331,521,91,162,233,203,
营业外支出(万元),96,91,17,59,52,36,1,9,35,6,3,39,19,102,92,81,
非流动资产处置损失(万元),,,,,,,,,34,,3,16,9,78,60,70,
利润总额(万元),17730,11081,5330,21170,17015,12147,5348,22529,12512,14552,8423,12731,8350,13879,13607,16172,
所得税费用(万元),2622,1688,788,3350,2690,1934,829,3495,1989,2302,1426,1944,1251,2024,2050,2494,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),15108,9393,4543,17820,14325,10213,4519,19034,10523,12250,6997,10787,7100,11855,11557,13678,
归属于母公司所有者的净利润(万元),15108,9393,4543,17820,14325,10213,4519,19034,10523,12250,6997,10787,7100,11855,11557,13678,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,0.56,0.37,0.2,0.79,0.64,0.45,0.2,0.85,0.47,0.54,0.32,0.48,0.32,0.79,0.77,2.74,
稀释每股收益,0.56,0.37,0.2,0.79,0.64,0.45,0.2,0.85,0.47,0.54,0.32,0.48,0.32,0.79,0.77,2.71,
