报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),145870,88840,47319,213549,157770,104267,50295,193106,98850,180700,94414,152673,111413,73198,
营业收入(万元),145870,88840,47319,213549,157770,104267,50295,193106,98850,180700,94414,152673,111413,73198,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),131390,80304,42420,191580,139820,92292,44511,170721,83857,152090,77670,129162,92958,63538,
营业成本(万元),118590,72709,38869,173505,127993,84419,40767,154368,76508,134486,68088,111903,79037,56041,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),4364,2377,1000,7273,4700,2853,1175,7098,3231,6611,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),275,217,181,876,610,482,239,468,365,698,477,775,618,387,
销售费用(万元),3800,2323,988,5172,3448,2241,988,4540,1903,5046,2192,4335,2467,978,
管理费用(万元),3617,2033,1016,3769,2718,1863,966,3936,1156,2892,4549,8988,5763,3353,
财务费用(万元),744,645,365,985,352,434,375,312,170,1547,846,1066,1404,885,
资产减值损失(万元),,,,,,,,,524,812,1518,2095,3670,1894,
公允价值变动收益(万元),58,85,-3,39,,,,,,,,,,,
投资收益(万元),331,156,34,-18,-16,-11,-16,115,115,157,69,31,28,-3,
对联营企业和合营企业的投资收益(万元),,-29,-13,-50,,-43,-32,73,81,141,69,31,28,-3,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),14379,8144,5013,22145,16078,11768,4973,21366,15408,28977,16882,23543,18483,9657,
营业外收入(万元),51,14,12,58,66,46,32,264,28,37,11,252,151,212,
营业外支出(万元),128,18,4,353,145,137,103,188,48,764,256,212,69,80,
非流动资产处置损失(万元),,,,,,,,,,,58,22,22,56,
利润总额(万元),14302,8140,5020,21850,15999,11678,4902,21441,15389,28250,16637,23583,18565,9788,
所得税费用(万元),2016,1058,743,2800,2065,1587,706,2786,2140,4116,2379,3397,2543,1442,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),12287,7082,4277,19050,13935,10090,4196,18655,13248,24134,14257,20186,16022,8346,
归属于母公司所有者的净利润(万元),12297,7091,4280,19027,13902,10076,4210,18714,13289,24188,14257,20186,16022,8346,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),-11,-9,-3,23,33,14,-14,-59,-41,-53,,,,,
基本每股收益,0.32,0.19,0.12,0.53,0.39,0.28,0.12,0.52,0.37,0.7,0.43,,,,
稀释每股收益,0.32,0.19,0.12,0.53,0.39,0.28,0.12,0.52,0.37,0.7,0.43,,,,
