报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),47749,27934,12834,55754,42111,25186,13295,47071,35381,23954,10677,35308,26918,17984,9099,33689,33649,33724,
营业收入(万元),47749,27934,12834,55754,42111,25186,13295,47071,35381,23954,10677,35308,26918,17984,9099,33689,33649,33724,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),43370,25826,11709,52107,39404,24029,12615,43761,32206,21792,9589,31475,24239,16270,8271,30588,30917,31350,
营业成本(万元),37631,21706,9750,45777,35203,21179,10990,37172,27696,18653,8195,26938,20858,14000,7110,25533,25052,24904,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),1550,1113,497,1872,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),56,35,16,72,54,35,9,71,28,19,16,17,22,10,10,39,49,47,
销售费用(万元),3274,2090,867,3593,2627,1668,876,3066,2264,1503,745,2555,1788,1192,582,2945,3542,3993,
管理费用(万元),1508,980,322,1441,2053,1436,597,2989,1959,1438,507,2363,1651,1122,489,2364,2165,2144,
财务费用(万元),-648,-97,280,-862,-762,-274,177,337,219,143,101,-407,-99,-61,80,-408,83,211,
资产减值损失(万元),,,-23,214,229,-16,-34,126,38,36,25,9,20,7,,115,26,51,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,4,4,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),4801,2469,1348,4544,3169,1420,845,4043,3258,2161,1088,3833,2679,1714,828,3101,2731,2374,
营业外收入(万元),1,0,0,21,4,1,0,83,178,179,132,1564,514,295,66,771,687,293,
营业外支出(万元),56,0,0,44,20,12,0,34,35,13,11,201,98,89,6,112,63,27,
非流动资产处置损失(万元),,,,,,,,,0,0,0,0,0,0,,2,3,6,
利润总额(万元),4747,2468,1348,4522,3153,1408,846,4093,3402,2328,1209,5195,3096,1919,887,3759,3355,2639,
所得税费用(万元),542,244,148,501,367,158,109,527,465,317,175,749,453,282,130,572,431,661,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),4204,2224,1200,4021,2787,1251,737,3566,2937,2011,1034,4447,2643,1638,757,3188,2924,1978,
归属于母公司所有者的净利润(万元),4204,2224,1200,4021,2787,1251,737,3566,2937,2011,1034,4447,2643,1638,757,3188,2924,1978,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,0.25,0.15,0.08,0.36,0.29,0.16,0.09,0.49,0.37,0.3,0.17,0.74,0.44,0.27,0.13,0.53,0.49,0.33,
稀释每股收益,0.25,0.15,0.08,0.36,0.29,0.16,0.09,0.49,0.37,0.3,0.17,0.74,0.44,0.27,0.13,0.53,0.49,0.33,
