报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),36704,23598,9242,56684,27964,16691,6291,44892,22895,13417,5219,36337,16711,9704,4213,31983,30228,24339,21123,
营业收入(万元),36704,23598,9242,56684,27964,16691,6291,44892,22895,13417,5219,36337,16711,9704,4213,31983,30228,24339,21123,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),37075,23746,10277,53937,29228,18176,7520,42524,23824,14393,6162,33611,17894,11151,5795,29803,27249,21922,19077,
营业成本(万元),21065,12892,5269,34134,16506,10224,3795,27154,13998,7985,3090,21676,10325,6018,3028,18910,17738,13942,12152,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),6110,3970,1861,7039,4829,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),156,83,40,375,137,69,36,358,129,60,41,311,131,56,63,262,235,260,332,
销售费用(万元),4832,3466,1576,5246,3511,2132,1053,3811,2710,1724,873,3047,2112,1396,716,2555,2375,2032,1735,
管理费用(万元),3858,2755,1191,5110,3202,5086,2463,9780,6430,4203,2011,8048,4940,3383,1823,6933,5755,4746,3939,
财务费用(万元),1054,579,206,633,425,183,54,239,161,21,34,254,179,85,36,180,469,398,466,
资产减值损失(万元),,,134,1399,618,482,119,1182,396,399,113,276,206,214,127,961,677,543,452,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),59,9,-27,320,142,120,45,214,87,-79,-49,-106,-217,-219,-197,-168,110,120,45,
对联营企业和合营企业的投资收益(万元),-52,-56,-69,78,-73,-50,-61,40,-67,-79,,-106,-232,-219,,-168,110,120,45,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),510,225,-294,5273,18,-438,-770,4257,77,-519,-992,2620,-1400,-1666,-1779,2012,3089,2538,2092,
营业外收入(万元),2,2,1,18,1,1,0,1,33,1,283,2303,814,691,419,1803,1395,963,788,
营业外支出(万元),352,351,249,340,13,2,1,7,4,3,1,89,72,65,53,37,31,26,249,
非流动资产处置损失(万元),,,,,,,,,0,0,,6,6,6,,,0,,5,
利润总额(万元),159,-125,-542,4950,6,-439,-771,4252,107,-521,-710,4834,-658,-1040,-1413,3778,4453,3475,2631,
所得税费用(万元),-44,-42,7,-63,26,-51,-29,125,-29,-76,3,85,-62,-97,2,363,529,463,388,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),203,-83,-549,5013,-20,-387,-743,4126,136,-444,-713,4749,-596,-943,-1415,3415,3924,3013,2243,
归属于母公司所有者的净利润(万元),608,222,-263,5035,452,113,-328,4197,190,-185,-469,4575,-409,-588,-1167,3345,3618,2853,1838,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-405,-305,-286,-22,-472,-500,-414,-71,-55,-259,-244,174,-187,-355,-248,70,306,160,404,
基本每股收益,0.05,0.02,-0.04,0.76,0.07,0.02,-0.05,0.69,0.03,-0.03,-0.09,0.92,-0.08,-0.12,-0.23,0.67,0.8,0.63,0.41,
稀释每股收益,0.05,0.02,-0.04,0.76,0.07,0.02,-0.05,0.69,0.03,-0.03,-0.09,0.92,-0.08,-0.12,-0.23,0.67,0.8,0.63,0.41,
