报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),500330,312030,165921,771188,488803,316920,173667,714165,431280,281471,151445,632037,393052,249715,135857,590334,376475,499905,191197,383117,256529,178001,
营业收入(万元),500330,312030,165921,771188,488803,316920,173667,714165,431280,281471,151445,632037,393052,249715,135857,590334,376475,499905,191197,383117,256529,178001,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),476420,297768,160418,714715,472260,305689,162636,663806,421168,279755,145718,587873,375270,239869,128398,526463,346337,439090,174580,352755,243307,162211,
营业成本(万元),226419,133970,70593,359158,223130,140170,77810,336042,189800,123400,69063,284744,171794,107429,62553,270145,170642,232422,84908,184578,129807,91650,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),6844,5280,1587,11275,7050,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),3207,1950,1338,6432,3871,2228,1159,7206,4109,2616,1365,5529,2991,1643,955,5090,3349,5007,1971,3328,2070,1143,
销售费用(万元),203007,133919,67851,266649,183545,120113,63580,244888,164553,109986,55044,220207,150846,98973,49178,185272,122903,148064,65475,127672,81219,41538,
管理费用(万元),35479,21671,12194,48284,38654,30079,13316,54542,39219,25624,10523,51321,34955,22055,9186,46366,32409,36692,13674,23527,20328,22600,
财务费用(万元),1465,978,543,2048,1303,833,534,2126,1390,930,618,3683,2417,1574,764,2809,1772,1929,804,1849,156,-322,
资产减值损失(万元),,,6691,20869,14706,12266,6238,19002,22097,17198,9106,22389,12266,8195,5761,16780,15262,14975,7747,11801,9727,5602,
公允价值变动收益(万元),716,358,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),2086,1914,997,3319,2623,1872,1015,1261,391,29,,-192,-199,-94,,-97,-50,,,,,,
对联营企业和合营企业的投资收益(万元),-231,-59,-30,-123,-96,-84,,-168,-161,,,-192,-199,-94,,-107,-59,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),29484,18755,12848,74950,34625,23477,18063,55552,20768,10902,5727,43972,17584,9753,7459,63774,30088,60815,16616,30362,13222,15790,
营业外收入(万元),320,270,97,6402,4711,4607,103,9367,2258,2163,1860,10959,10588,9918,2136,9911,9416,3688,2925,2671,2954,550,
营业外支出(万元),676,336,91,1153,571,282,92,628,312,235,56,1064,883,614,433,1129,804,1174,392,855,352,214,
非流动资产处置损失(万元),,,,,,,,,53,-31,15,31,22,15,-3,35,33,30,3,42,65,6,
利润总额(万元),29129,18690,12854,80199,38765,27802,18074,64292,22714,12829,7530,53866,27289,19057,9162,72556,38700,63329,19150,32178,15824,16126,
所得税费用(万元),9027,5885,4444,24171,11357,8585,5046,19008,6124,3754,1819,11734,3826,4970,3125,19255,11500,20257,6058,11094,5791,6922,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),20102,12805,8409,56028,27408,19218,13028,45283,16590,9075,5712,42132,23463,14087,6037,53301,27200,43072,13092,21084,10033,9204,
归属于母公司所有者的净利润(万元),20673,13196,8659,57154,28234,19713,13300,45625,16998,9401,5861,42754,23850,14321,6143,53590,27521,43693,13333,21297,10033,9204,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,-641,-521,
少数股东损益(万元),-571,-391,-250,-1126,-827,-495,-272,-342,-408,-326,-149,-622,-387,-234,-106,-289,-321,-621,-241,-213,,,
基本每股收益,0.44,0.28,0.18,1.2,0.59,0.42,0.28,0.97,0.36,0.2,0.12,1.02,0.57,0.34,0.15,1.28,0.66,1.04,0.32,0.51,0.24,,
稀释每股收益,0.44,0.28,0.18,1.2,0.59,0.41,0.28,0.97,0.36,0.2,0.12,1.02,0.57,0.34,0.15,1.28,0.66,1.04,0.32,0.51,0.24,,
