报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),174622,87411,36814,109202,76090,49974,24140,75765,51282,34880,16622,63134,45472,32080,52341,37965,32310,
营业收入(万元),174622,87411,36814,109202,76090,49974,24140,75765,51282,34880,16622,63134,45472,32080,52341,37965,32310,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),170989,84457,36095,104049,72159,46458,21635,69076,47001,31820,15070,56599,41124,28843,47084,32906,29983,
营业成本(万元),157882,76042,31876,90562,62735,40363,18592,59026,40434,27773,13177,49423,35595,24999,41237,28489,24525,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),3962,2472,966,3629,2436,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),445,291,114,650,479,302,97,573,440,280,226,485,371,274,276,95,90,
销售费用(万元),2299,1410,626,2520,1712,984,488,1805,1268,847,411,1896,1369,883,1412,1072,828,
管理费用(万元),5424,3423,1607,4553,3375,3769,1849,5825,3850,2387,1066,3874,2689,1859,2930,2216,3782,
财务费用(万元),978,819,562,881,505,519,477,1393,1028,594,223,600,628,358,815,748,562,
资产减值损失(万元),,,344,1253,918,520,132,455,-19,-62,-33,322,473,471,414,285,196,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),-76,23,40,319,174,171,84,17,,,,,,,,74,,
对联营企业和合营企业的投资收益(万元),-134,-33,-5,32,-47,-6,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),2757,2425,768,6081,4491,3744,2603,7089,4393,3173,1670,6535,4348,3237,5257,5133,2328,
营业外收入(万元),19,5,2,1,2,2,,44,39,6,1,412,132,85,218,42,14,
营业外支出(万元),25,24,0,59,7,6,2,11,9,7,2,11,1,0,4,7,0,
非流动资产处置损失(万元),,,,,,,,,,,,11,,,,2,,
利润总额(万元),2751,2406,770,6024,4486,3739,2601,7122,4423,3172,1669,6935,4479,3322,5471,5168,2342,
所得税费用(万元),522,396,44,867,623,865,529,969,611,418,194,949,793,589,821,1170,930,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),2229,2010,725,5157,3863,2874,2072,6153,3812,2753,1475,5986,3686,2733,4651,3998,1412,
归属于母公司所有者的净利润(万元),2878,2361,858,5550,4140,3034,2079,6158,3816,2755,1476,5977,3676,2722,4651,3998,1412,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),-649,-350,-133,-394,-277,-160,-7,-4,-3,-2,-1,9,10,11,,,,
基本每股收益,0.18,0.15,0.05,0.35,0.26,0.19,0.19,0.75,0.48,0.34,0.18,0.77,0.48,0.36,0.69,,,
稀释每股收益,0.18,0.15,0.05,0.35,0.26,0.19,0.19,0.75,,0.34,0.18,0.77,,0.36,0.69,,,
