报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),67234,45406,24629,101819,74862,50316,25808,102375,68282,46086,22480,90333,82040,91545,
营业收入(万元),67234,45406,24629,101819,74862,50316,25808,102375,68282,46086,22480,90333,82040,91545,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),66479,44862,24237,101197,74073,49699,25327,96556,65092,44168,21830,82117,73484,87332,
营业成本(万元),57245,38939,21332,88537,65181,43653,22378,84408,56481,38311,18858,67976,60581,74655,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),2645,1801,857,3733,2542,,,,2561,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),332,247,136,430,303,235,83,607,377,300,95,528,376,246,
销售费用(万元),2939,1807,841,3907,2891,2022,930,3762,2699,1900,1002,4146,4499,4131,
管理费用(万元),3009,1824,872,3708,2872,3587,1691,6944,2546,3538,1729,7988,6729,6981,
财务费用(万元),310,244,142,543,400,313,151,638,457,290,150,616,868,881,
资产减值损失(万元),,,57,338,-115,-112,95,196,-28,-172,-3,862,432,438,
公允价值变动收益(万元),104,121,118,,,,,,,,,,,,
投资收益(万元),267,121,-2,505,378,208,,1,1,1,1,24,30,49,
对联营企业和合营企业的投资收益(万元),-1,-0,-2,11,,,,,,,,,-2,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),1843,1459,609,2066,1641,1155,590,6403,3586,2217,840,8229,8544,4262,
营业外收入(万元),6,5,5,472,43,22,14,148,121,98,55,1051,404,628,
营业外支出(万元),8,8,6,9,2,2,2,0,,,,59,22,33,
非流动资产处置损失(万元),,,,,,,,,,,,,,,
利润总额(万元),1840,1457,609,2529,1682,1174,603,6550,3708,2316,895,9222,8926,4857,
所得税费用(万元),140,112,3,284,259,118,22,935,499,315,118,9222,8926,656,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),1700,1345,605,2246,1423,1057,581,5615,3209,2000,777,7723,7427,4200,
归属于母公司所有者的净利润(万元),1731,1351,605,2303,1465,1078,584,5643,3243,2004,772,7866,7512,4206,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),-31,-6,-0,-57,-42,-21,-3,-28,-34,-3,5,-143,-86,-5,
基本每股收益,0.27,0.21,0.09,0.38,0.24,0.14,0.1,1.18,0.68,0.42,0.16,1.68,1.72,0.96,
稀释每股收益,0.27,0.21,0.09,0.38,0.24,0.14,0.1,1.18,0.68,0.42,0.16,1.68,1.72,0.96,
