报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),36091,23888,11796,39809,29239,18936,9685,36456,26966,17430,8710,36727,20051,9663,33223,28764,24137,
营业收入(万元),36091,23888,11796,39809,29239,18936,9685,36456,26966,17430,8710,36727,20051,9663,33223,28764,24137,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),21436,14020,6082,25991,18695,12265,5949,23973,17293,11280,5465,26294,13462,7056,24118,22580,19496,
营业成本(万元),13510,8876,4414,16698,11937,7755,3774,15827,10777,7105,3608,15854,7335,3554,13549,11302,9603,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),258,157,60,90,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),344,235,126,497,381,269,147,413,296,200,111,352,137,69,179,124,87,
销售费用(万元),1024,607,308,1149,739,478,218,967,692,468,235,767,331,170,572,412,288,
管理费用(万元),4154,2693,1277,4842,3586,2385,1102,3813,3343,2087,937,3849,2295,1279,3493,4514,4103,
财务费用(万元),2146,1452,741,2713,2050,1376,708,3119,2366,1602,757,5262,3162,1963,6309,6247,5385,
资产减值损失(万元),,,-844,3,2,1,,-166,-181,-183,-183,211,202,21,16,-20,30,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),84,66,28,267,177,62,,38,10,,,39,8,6,81,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),15820,11039,5752,14571,10892,6869,3794,12788,9770,6208,3281,10261,6597,2613,9147,6184,4641,
营业外收入(万元),63,54,23,15,9,7,1,9,266,18,0,1400,1111,392,1828,2617,1427,
营业外支出(万元),39,11,11,191,78,73,66,7,113,48,0,11,33,23,43,221,31,
非流动资产处置损失(万元),,,,,,,,,106,41,,,23,22,,217,25,
利润总额(万元),15844,11081,5764,14396,10824,6803,3729,12789,9923,6178,3281,11651,7675,2982,10932,8581,6037,
所得税费用(万元),4212,2840,1416,4125,3102,2062,1031,3525,2755,1799,848,3254,2087,884,2883,1975,1353,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),11632,8241,4348,10271,7722,4741,2698,9264,7169,4379,2432,8397,5587,2098,8050,6606,4684,
归属于母公司所有者的净利润(万元),11772,8280,4300,10271,7722,4741,2698,9264,7169,4379,2432,8397,5587,2098,8013,6407,4658,
被合并方在合并前实现净利润(万元),,,,,,,,,,,-8,,,,,797,72,
少数股东损益(万元),-140,-39,48,,,,,,,,,,,,37,199,26,
基本每股收益,0.35,0.24,0.18,0.45,0.35,0.22,0.15,0.51,0.39,0.24,0.13,0.46,0.31,0.12,0.54,0.56,0.47,
稀释每股收益,0.35,0.24,0.18,0.45,0.35,0.22,0.15,0.51,0.39,0.24,0.13,0.46,0.31,0.12,0.54,0.56,0.47,
