报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
营业总收入(万元),78994,55922,101280,52449,36430,70441,51351,18920,26157,2398,
营业收入(万元),78994,55922,101280,52449,36430,70441,51351,18920,26157,2398,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),66485,46740,81074,42620,29589,52899,43638,15435,23718,2377,
营业成本(万元),47435,34093,58145,29841,21288,37449,30108,10103,16879,1678,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),87,,,,,,,,,,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),795,538,614,354,265,502,363,108,71,2,
销售费用(万元),15122,10315,19006,10085,6933,12208,10903,4204,5443,681,
管理费用(万元),3115,1900,3239,2461,1345,2637,2075,1034,1086,16,
财务费用(万元),-69,-40,-82,-121,-93,-51,-15,-5,55,-0,
资产减值损失(万元),,,152,,-149,153,204,-10,182,0,
公允价值变动收益(万元),,,,,,,,,,,
投资收益(万元),100,100,,,,,63,28,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),12810,9362,20246,9960,6840,17543,7775,3513,2439,21,
营业外收入(万元),,,1548,31,1,918,187,0,3,0,
营业外支出(万元),4,4,66,66,3,18,29,19,27,1,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),12806,9358,21728,9925,6839,18443,7933,3495,2414,20,
所得税费用(万元),3187,2403,5467,2490,1715,4661,2206,861,743,5,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),9619,6954,16262,7435,5124,13782,5727,2634,1671,15,
归属于母公司所有者的净利润(万元),9619,6954,16262,7435,5124,13782,5727,2634,1671,15,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,1.6,1.16,2.71,1.24,0.85,2.3,1.54,0.71,0.45,0.01,
稀释每股收益,1.6,1.16,2.71,1.24,0.85,2.3,1.54,0.71,0.45,0.01,
