报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
营业总收入(万元),51189,34641,14682,61095,46180,29373,12938,55275,40380,26366,44198,20784,36952,32271,
营业收入(万元),51189,34641,14682,61095,46180,29373,12938,55275,40380,26366,44198,20784,36952,32271,
利息收入(万元),,,,,,,,,,0,,,,,
已赚保费(万元),,,,,,,,,,0,,,,,
手续费及佣金收入(万元),,,,,,,,,,0,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),39715,27901,13003,49165,36270,23431,10700,43240,31909,21167,35533,17980,32642,30669,
营业成本(万元),32434,22667,10564,39675,29429,18780,8259,35009,25702,16912,28769,13616,25235,23638,
利息支出(万元),,,,,,,,,,0,,,,,
手续费及佣金支出(万元),,,,,,,,,,0,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),1824,1302,749,2479,,,580,,,,,,,,
退保金(万元),,,,,,,,,,0,,,,,
赔付支出净额(万元),,,,,,,,,,0,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,0,,,,,
保单红利支出(万元),,,,,,,,,,0,,,,,
分保费用(万元),,,,,,,,,,0,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),513,329,152,669,516,319,154,787,592,382,621,171,302,225,
销售费用(万元),2504,1670,735,3302,2482,1615,802,2755,2018,1396,2035,912,1873,1471,
管理费用(万元),2827,2083,582,2550,3381,2324,578,3993,2866,1841,3688,1740,3643,3103,
财务费用(万元),-386,-150,151,549,374,327,232,807,607,350,680,453,1440,1756,
资产减值损失(万元),,,70,-59,88,66,94,-112,123,286,-260,1088,149,476,
公允价值变动收益(万元),,,,,,,,,,0,,,,,
投资收益(万元),207,36,3,-1,-49,-5,-9,45,82,54,51,-15,-10,12,
对联营企业和合营企业的投资收益(万元),121,71,3,-1,-49,-5,-9,45,82,54,51,-15,-10,,
汇兑收益(万元),,,,,,,,,,0,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),11612,6708,1700,12063,9900,5971,2230,12188,8604,5373,8720,2789,4299,1615,
营业外收入(万元),54,2,1,5,4,3,2,120,116,4,97,70,245,541,
营业外支出(万元),125,55,4,135,98,9,6,126,14,8,16,3,23,40,
非流动资产处置损失(万元),,,,,,,,,,0,,,,0,
利润总额(万元),11541,6654,1697,11933,9806,5965,2225,12182,8705,5368,8801,2856,4522,2116,
所得税费用(万元),1510,850,165,1396,1213,708,178,1844,1217,785,1234,295,639,299,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),10031,5804,1532,10538,8593,5256,2047,10338,7488,4583,7567,2562,3883,1818,
归属于母公司所有者的净利润(万元),10031,5804,1532,10538,8593,5256,2047,10338,7488,4583,7567,2562,3883,1818,
被合并方在合并前实现净利润(万元),,,,,,,,,,0,,,,,
少数股东损益(万元),,,,,,,,,,0,,,,,
基本每股收益,1,0.59,0.14,1.32,1.07,0.66,0.26,1.29,0.94,0.57,0.95,0.32,0.49,0.22,
稀释每股收益,1,0.59,0.14,1.32,1.07,0.66,0.26,1.29,0.94,0,0.95,0.32,0.49,0.22,
