报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),15148,10991,5848,30859,15580,10441,5696,27165,12528,8715,4783,23206,10810,7047,2608,18554,16454,15138,12675,
营业收入(万元),15148,10991,5848,30859,15580,10441,5696,27165,12528,8715,4783,23206,10810,7047,2608,18554,16454,15138,12675,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),17467,11727,6745,25898,15999,10384,5868,21419,12182,8561,4549,18284,11572,7795,3526,14761,12860,11641,10173,
营业成本(万元),5617,3910,2321,12481,6630,3911,2220,10846,5101,3640,1687,10119,5432,3593,1145,7679,5887,6308,5633,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),3783,3010,1296,5594,4086,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),43,40,13,288,152,98,44,370,124,95,25,232,49,14,3,158,148,128,121,
销售费用(万元),2439,1596,544,2684,1705,1099,533,2047,1246,933,367,1595,1008,758,253,1295,1460,1336,1027,
管理费用(万元),5637,3187,2556,4310,3436,5296,3144,7923,5949,4034,2462,6234,5093,3386,2123,5484,5088,4078,3416,
财务费用(万元),-52,-15,-9,-36,-28,-51,-73,-179,-331,-149,-38,-14,-8,-14,-3,-3,28,-131,-176,
资产减值损失(万元),,,23,576,17,31,0,412,93,7,47,118,-2,58,4,148,250,-78,152,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),1229,977,503,1566,1217,1012,331,986,611,691,107,576,505,397,62,416,238,309,138,
对联营企业和合营企业的投资收益(万元),772,624,308,804,561,544,151,594,557,691,,502,431,397,,226,179,295,7,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),-1283,81,-393,6578,804,1075,166,6769,1069,1079,341,5499,-257,-350,-856,4210,3832,3806,2640,
营业外收入(万元),847,727,205,968,763,276,132,619,248,55,247,1132,817,763,354,1294,1080,870,476,
营业外支出(万元),15,5,3,46,,,,37,,,,8,1,1,1,19,11,12,8,
非流动资产处置损失(万元),,,,,,,,,,,,8,1,1,,18,8,12,8,
利润总额(万元),-451,803,-191,7500,1567,1351,298,7351,1316,1134,588,6623,559,411,-503,5485,4901,4664,3108,
所得税费用(万元),113,41,2,307,420,378,133,356,257,236,164,960,243,109,8,691,751,623,429,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),-564,762,-193,7193,1147,973,165,6995,1060,898,425,5662,316,302,-511,4794,4151,4040,2679,
归属于母公司所有者的净利润(万元),-551,769,-184,7180,1124,971,163,7025,1071,898,439,5638,305,291,-516,4790,4217,4035,2683,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-13,-7,-9,13,23,2,2,-30,-11,-0,-14,24,11,11,5,4,-67,5,-4,
基本每股收益,-0.05,0.06,-0.02,0.84,0.13,0.11,0.03,1.26,0.2,0.18,0.1,1.23,0.07,0.06,-0.11,1.05,0.92,0.9,0.69,
稀释每股收益,-0.05,0.06,-0.02,0.84,0.13,0.11,0.03,1.26,0.2,0.18,0.1,1.23,0.07,0.06,-0.11,1.05,0.92,0.9,0.69,
