报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),9430,7004,13424,4689,12566,4201,6863,3220,4586,2527,1377,
营业收入(万元),9430,7004,13424,4689,12566,4201,6863,3220,4586,2527,1377,
利息收入(万元),,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,
营业总成本(万元),5642,4142,7396,3729,7339,2861,4299,1901,2992,1964,1438,
营业成本(万元),2090,1740,3615,1007,4467,1233,2187,972,1422,903,264,
利息支出(万元),,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,
研发费用(万元),2285,1563,2238,1754,1398,,,,,,,
退保金(万元),,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,
营业税金及附加(万元),146,98,184,96,238,98,95,23,22,42,40,
销售费用(万元),83,53,82,52,56,22,35,14,25,11,11,
管理费用(万元),940,623,1145,714,1016,1122,1544,630,1469,944,1014,
财务费用(万元),97,65,132,106,164,77,166,91,19,-1,8,
资产减值损失(万元),,,,,,309,272,171,35,66,101,
公允价值变动收益(万元),,,,,,,,,,,,
投资收益(万元),,,,,18,13,71,15,9,7,3,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,
营业利润(万元),2723,2121,7200,1698,5496,1353,2636,1334,1603,569,-58,
营业外收入(万元),,,103,103,80,30,49,18,324,266,242,
营业外支出(万元),,,0,0,2,0,15,12,10,0,,
非流动资产处置损失(万元),,,,,,0,,,,,,
利润总额(万元),2723,2121,7303,1800,5575,1383,2669,1341,1917,835,183,
所得税费用(万元),412,320,854,284,738,208,369,211,293,126,28,
未确认投资损失(万元),,,,,,,,,,,,
净利润(万元),2311,1801,6448,1516,4837,1175,2301,1130,1624,709,155,
归属于母公司所有者的净利润(万元),2311,1801,6448,1516,4837,1175,2301,1130,1624,709,155,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,
基本每股收益,0.45,0.35,1.26,0.3,0.95,0.23,0.46,0.23,0.39,0.17,0.04,
稀释每股收益,0.45,0.35,1.26,0.3,0.95,0.23,0.46,0.23,0.39,0.17,0.04,
