报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,
营业总收入(万元),53387,31393,7430,65177,42798,25513,6483,59319,22765,52435,22307,47570,31422,42365,33127,
营业收入(万元),53387,31393,7430,65177,42798,25513,6483,59319,22765,52435,22307,47570,31422,42365,33127,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),45123,27532,10285,53376,35300,22565,9114,47252,20457,40154,16971,36906,25365,34092,25857,
营业成本(万元),17570,10774,2787,20204,12620,7343,1959,16151,6148,14494,6361,14095,9563,14236,10944,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),3628,2362,1314,4198,2929,1824,871,3509,,2795,,1977,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),695,464,256,1014,701,450,144,927,274,672,257,576,343,557,333,
销售费用(万元),15195,8874,3445,16878,11934,7853,3596,16230,7696,13775,5341,12533,7839,10458,7706,
管理费用(万元),8541,5380,2535,9654,7065,4583,2447,8888,5866,7780,4854,7353,7266,8304,6805,
财务费用(万元),-506,-321,-91,26,52,62,70,80,43,-3,-12,34,31,-4,40,
资产减值损失(万元),,,41,1401,,450,27,1468,429,640,170,336,322,541,28,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),13,17,10,-18,-25,-22,-2,12,-7,-18,-9,93,93,74,-23,
对联营企业和合营企业的投资收益(万元),13,17,10,-18,-25,-22,-2,12,-7,-18,-9,72,93,-11,-23,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),7850,3923,-2458,13539,7652,3499,-2575,12550,2481,12268,5327,10781,6150,8346,7248,
营业外收入(万元),361,7,0,120,111,108,1,182,189,294,213,79,84,157,254,
营业外支出(万元),12,1,0,292,141,136,136,28,5,15,14,35,25,55,64,
非流动资产处置损失(万元),,,,,,,,,0,,8,,0,23,11,
利润总额(万元),8199,3929,-2459,13366,7622,3470,-2710,12704,2665,12548,5526,10825,6209,8447,7438,
所得税费用(万元),974,352,-10,1775,947,486,8,1813,417,2123,881,1664,832,1331,1559,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),7225,3577,-2448,11591,6674,2983,-2718,10891,2247,10424,4645,9160,5377,7117,5879,
归属于母公司所有者的净利润(万元),7199,3552,-2447,11551,6640,2966,-2730,10891,2300,10635,4754,9207,5360,6981,5858,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,567,
少数股东损益(万元),26,25,-2,40,34,18,12,0,-52,-210,-109,-46,17,136,21,
基本每股收益,0.17,0.09,-0.06,0.3,0.17,0.08,-0.07,0.28,0.06,0.31,0.95,0.27,1.07,1.4,1.17,
稀释每股收益,0.17,0.09,-0.06,0.3,0.17,0.08,-0.07,0.28,0.06,0.31,0.95,0.27,1.07,1.4,1.17,
