报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),45861,28260,13535,65182,48557,31804,13356,46126,32252,17989,7721,30110,20397,12116,26860,26789,23271,
营业收入(万元),45861,28260,13535,65182,48557,31804,13356,46126,32252,17989,7721,30110,20397,12116,26860,26789,23271,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),40567,25325,12021,58525,43131,28593,12154,41019,28731,16736,7291,25734,17437,10541,22991,23097,20572,
营业成本(万元),32831,20143,9708,47805,35387,23440,10152,32335,22717,13185,5827,18404,12203,7387,16302,17109,15596,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),1940,1247,633,2574,1984,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),321,208,100,409,299,213,88,396,286,163,30,235,148,54,165,150,120,
销售费用(万元),3563,2335,1133,4467,3191,2232,937,3642,2462,1473,631,2890,1999,1318,2608,2332,2132,
管理费用(万元),2190,1508,651,2901,2095,2623,1063,4186,2958,1853,910,4033,2821,1734,3351,3361,2625,
财务费用(万元),-277,-116,117,71,28,81,11,240,158,87,35,132,119,108,221,221,200,
资产减值损失(万元),,,-321,298,147,4,-98,219,149,-25,-142,40,147,-60,343,-76,-102,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),73,73,115,551,402,282,,17,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),5441,3225,1643,7338,5939,3597,1202,5245,3571,1295,429,4375,2960,1576,3869,3693,2699,
营业外收入(万元),7,1,22,642,646,9,46,507,494,186,7,97,70,57,206,80,199,
营业外支出(万元),55,15,5,85,28,12,2,26,28,20,6,26,25,12,38,84,27,
非流动资产处置损失(万元),,,,,,,,,6,,,,,,,1,1,
利润总额(万元),5393,3211,1659,7895,6558,3593,1246,5726,4037,1461,431,4446,3005,1620,4037,3690,2871,
所得税费用(万元),875,529,275,1279,1026,584,202,907,571,237,99,817,553,332,687,576,456,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),4518,2682,1384,6616,5532,3009,1044,4819,3466,1224,332,3629,2452,1288,3350,3114,2415,
归属于母公司所有者的净利润(万元),4518,2682,1384,6616,5532,3009,1044,4819,3466,1224,332,3629,2452,1288,3350,3114,2415,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,587,1269,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
基本每股收益,0.36,0.21,0.11,0.52,0.44,0.24,0.11,0.64,0.47,0.17,0.05,0.51,0.35,0.19,0.49,,,
稀释每股收益,0.36,0.21,0.11,0.52,0.44,0.24,0.11,0.64,,,0.05,,,,,,,
